flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00189_20240514153615_afa,15:36:15,2024-05-14,PFA-00183,PSA-00195,PSF-00189,0.000000,0.000000,0.000000,468.380920,131.111389,0.720075,57.766758

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,297.502045,6992.402832
0.010000,418.039795,6992.402832
0.020000,442.749725,6992.402832
0.030000,449.681641,6992.402832
0.040000,454.077972,6992.402832
0.050000,457.964661,6992.402832
0.060000,461.280579,6992.402832
0.070000,463.768951,6992.402832
0.080000,465.517761,6992.402832
0.090000,466.692200,6992.402832
0.100000,467.436066,6992.402832
0.110000,467.896332,6992.402832
0.120000,468.156342,6992.402832
0.130000,468.315826,6992.402832
0.140000,468.380920,6992.402832
0.150000,468.351959,6992.402832
0.160000,468.308319,6992.402832
0.170000,468.197479,6992.402832
0.180000,468.076935,6992.402832
0.190000,467.937469,6992.402832
0.200000,467.797638,6992.402832
0.210000,467.613464,6992.402832
0.220000,467.397797,6992.402832
0.230000,467.202911,6992.402832
0.240000,467.011932,6992.402832
0.250000,466.787689,6992.402832
0.260000,466.581696,6992.402832
0.270000,466.354248,6992.402832
0.280000,466.133240,6992.402832
0.290000,465.912933,6992.402832
0.300000,465.723389,6992.402832
0.310000,465.484863,6992.402832
0.320000,465.270996,6992.402832
0.330000,465.053558,6992.402832
0.340000,464.861511,6992.402832
0.350000,464.644775,6992.402832
0.360000,464.444153,6992.402832
0.370000,464.259277,6992.402832
0.380000,464.049683,6992.402832
0.390000,463.868744,6992.402832
0.400000,463.709961,6992.402832
0.410000,463.505035,6992.402832
0.420000,463.313690,6992.402832
0.430000,463.150635,6992.402832
0.440000,462.976807,6992.402832
0.450000,462.813721,6992.402832
0.460000,462.645660,6992.402832
0.470000,462.487946,6992.402832
0.480000,462.335236,6992.402832
0.490000,462.190033,6992.402832
0.500000,462.083466,6992.402832
0.510000,461.908234,6992.402832
0.520000,461.764099,6992.402832
0.530000,461.646088,6992.402832
0.540000,461.518036,6992.402832
0.550000,461.388245,6992.402832
0.560000,461.276642,6992.402832
0.570000,461.174011,6992.402832
0.580000,461.058136,6992.402832
0.590000,460.938324,6992.402832
0.600000,460.860718,6992.402832
0.610000,460.724823,6992.402832
0.620000,460.642944,6992.402832
0.630000,460.518829,6992.402832
0.640000,460.417633,6992.402832
0.650000,460.309631,6992.402832
0.660000,460.241333,6992.402832
0.670000,460.153687,6992.402832
0.680000,460.051788,6992.402832
0.690000,459.944855,6992.402832
0.700000,459.895142,6992.402832
0.710000,459.779968,6992.402832
0.720000,459.692017,6992.402832
0.730000,459.601166,6992.402832
0.740000,459.513184,6992.402832
0.750000,459.430573,6992.402832
0.760000,459.343658,6992.402832
0.770000,459.261047,6992.402832
0.780000,459.175934,6992.402832
0.790000,459.095123,6992.402832
