flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00189_20240514145557_f91,14:55:57,2024-05-14,PFA-00183,PSA-00195,PSF-00189,0.000000,0.000000,0.000000,394.297607,103.278282,0.738070,53.961254

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,210.992569,6992.402832
0.010000,299.561249,6992.402832
0.020000,341.258179,6992.402832
0.030000,359.976776,6992.402832
0.040000,369.529724,6992.402832
0.050000,375.408051,6992.402832
0.060000,379.555817,6992.402832
0.070000,382.783051,6992.402832
0.080000,385.315765,6992.402832
0.090000,387.335297,6992.402832
0.100000,388.964294,6992.402832
0.110000,390.194550,6992.402832
0.120000,391.158356,6992.402832
0.130000,391.897552,6992.402832
0.140000,392.499451,6992.402832
0.150000,392.953644,6992.402832
0.160000,393.305542,6992.402832
0.170000,393.576630,6992.402832
0.180000,393.785828,6992.402832
0.190000,393.969299,6992.402832
0.200000,394.103058,6992.402832
0.210000,394.207123,6992.402832
0.220000,394.235016,6992.402832
0.230000,394.281860,6992.402832
0.240000,394.288666,6992.402832
0.250000,394.297607,6992.402832
0.260000,394.291168,6992.402832
0.270000,394.252899,6992.402832
0.280000,394.231445,6992.402832
0.290000,394.185303,6992.402832
0.300000,394.150970,6992.402832
0.310000,394.088745,6992.402832
0.320000,394.022583,6992.402832
0.330000,393.966797,6992.402832
0.340000,393.919220,6992.402832
0.350000,393.851288,6992.402832
0.360000,393.786896,6992.402832
0.370000,393.722534,6992.402832
0.380000,393.652069,6992.402832
0.390000,393.564819,6992.402832
0.400000,393.524780,6992.402832
0.410000,393.426056,6992.402832
0.420000,393.354523,6992.402832
0.430000,393.283356,6992.402832
0.440000,393.212555,6992.402832
0.450000,393.127441,6992.402832
0.460000,393.060913,6992.402832
0.470000,392.987610,6992.402832
0.480000,392.908203,6992.402832
0.490000,392.828461,6992.402832
0.500000,392.791992,6992.402832
0.510000,392.686127,6992.402832
0.520000,392.612823,6992.402832
0.530000,392.538788,6992.402832
0.540000,392.456543,6992.402832
0.550000,392.396820,6992.402832
0.560000,392.325287,6992.402832
0.570000,392.261627,6992.402832
0.580000,392.191895,6992.402832
0.590000,392.110718,6992.402832
0.600000,392.077087,6992.402832
0.610000,391.984833,6992.402832
0.620000,391.931885,6992.402832
0.630000,391.870392,6992.402832
0.640000,391.806366,6992.402832
0.650000,391.738403,6992.402832
0.660000,391.672241,6992.402832
0.670000,391.602875,6992.402832
0.680000,391.547791,6992.402832
0.690000,391.477356,6992.402832
0.700000,391.434418,6992.402832
0.710000,391.349304,6992.402832
0.720000,391.305695,6992.402832
0.730000,391.267761,6992.402832
0.740000,391.231293,6992.402832
0.750000,391.211273,6992.402832
0.760000,391.174438,6992.402832
0.770000,391.129028,6992.402832
0.780000,391.079651,6992.402832
0.790000,391.018860,6992.402832
