flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00189_20240514150646_4e5,15:06:46,2024-05-14,PFA-00183,PSA-00195,PSF-00189,0.000000,0.000000,0.000000,415.228119,102.186440,0.753903,48.592911

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,224.760895,6992.402832
0.010000,337.313904,6992.402832
0.020000,378.926025,6992.402832
0.030000,391.576416,6992.402832
0.040000,397.298462,6992.402832
0.050000,401.233063,6992.402832
0.060000,404.428467,6992.402832
0.070000,407.093536,6992.402832
0.080000,409.217468,6992.402832
0.090000,410.872589,6992.402832
0.100000,412.119995,6992.402832
0.110000,413.011902,6992.402832
0.120000,413.681732,6992.402832
0.130000,414.186371,6992.402832
0.140000,414.535034,6992.402832
0.150000,414.785400,6992.402832
0.160000,414.965637,6992.402832
0.170000,415.088654,6992.402832
0.180000,415.159119,6992.402832
0.190000,415.196289,6992.402832
0.200000,415.228119,6992.402832
0.210000,415.194855,6992.402832
0.220000,415.143372,6992.402832
0.230000,415.122620,6992.402832
0.240000,415.050751,6992.402832
0.250000,414.983521,6992.402832
0.260000,414.904846,6992.402832
0.270000,414.807922,6992.402832
0.280000,414.745697,6992.402832
0.290000,414.632690,6992.402832
0.300000,414.560425,6992.402832
0.310000,414.412018,6992.402832
0.320000,414.286865,6992.402832
0.330000,414.160248,6992.402832
0.340000,414.022552,6992.402832
0.350000,413.897034,6992.402832
0.360000,413.792603,6992.402832
0.370000,413.704285,6992.402832
0.380000,413.610565,6992.402832
0.390000,413.529755,6992.402832
0.400000,413.476471,6992.402832
0.410000,413.379547,6992.402832
0.420000,413.299438,6992.402832
0.430000,413.220062,6992.402832
0.440000,413.150299,6992.402832
0.450000,413.079498,6992.402832
0.460000,412.982239,6992.402832
0.470000,412.916077,6992.402832
0.480000,412.839539,6992.402832
0.490000,412.758698,6992.402832
0.500000,412.711151,6992.402832
0.510000,412.608154,6992.402832
0.520000,412.522675,6992.402832
0.530000,412.432922,6992.402832
0.540000,412.343872,6992.402832
0.550000,412.277344,6992.402832
0.560000,412.191864,6992.402832
0.570000,412.112488,6992.402832
0.580000,412.023438,6992.402832
0.590000,411.956177,6992.402832
0.600000,411.897552,6992.402832
0.610000,411.802063,6992.402832
0.620000,411.738037,6992.402832
0.630000,411.672607,6992.402832
0.640000,411.597137,6992.402832
0.650000,411.524902,6992.402832
0.660000,411.474121,6992.402832
0.670000,411.383972,6992.402832
0.680000,411.326752,6992.402832
0.690000,411.270264,6992.402832
0.700000,411.231628,6992.402832
0.710000,411.152954,6992.402832
0.720000,411.077515,6992.402832
0.730000,411.031006,6992.402832
0.740000,410.963409,6992.402832
0.750000,410.904053,6992.402832
0.760000,410.840759,6992.402832
0.770000,410.780670,6992.402832
0.780000,410.712708,6992.402832
0.790000,410.650146,6992.402832
