flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00189_20240514143823_7bf,14:38:23,2024-05-14,PFA-00183,PSA-00195,PSF-00189,0.000000,0.000000,0.000000,463.019012,141.209000,0.695025,65.640579

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,282.729156,6992.402832
0.010000,393.646362,6992.402832
0.020000,429.526794,6992.402832
0.030000,441.593872,6992.402832
0.040000,447.009094,6992.402832
0.050000,450.457336,6992.402832
0.060000,453.000061,6992.402832
0.070000,454.894775,6992.402832
0.080000,456.280945,6992.402832
0.090000,457.296967,6992.402832
0.100000,458.090179,6992.402832
0.110000,458.638794,6992.402832
0.120000,459.138031,6992.402832
0.130000,459.550018,6992.402832
0.140000,459.913025,6992.402832
0.150000,460.236664,6992.402832
0.160000,460.535278,6992.402832
0.170000,460.801727,6992.402832
0.180000,461.054932,6992.402832
0.190000,461.292389,6992.402832
0.200000,461.532349,6992.402832
0.210000,461.720825,6992.402832
0.220000,461.899292,6992.402832
0.230000,462.055908,6992.402832
0.240000,462.219727,6992.402832
0.250000,462.348816,6992.402832
0.260000,462.465759,6992.402832
0.270000,462.528717,6992.402832
0.280000,462.616669,6992.402832
0.290000,462.687836,6992.402832
0.300000,462.802643,6992.402832
0.310000,462.838776,6992.402832
0.320000,462.886322,6992.402832
0.330000,462.936768,6992.402832
0.340000,462.976440,6992.402832
0.350000,463.011871,6992.402832
0.360000,462.997559,6992.402832
0.370000,462.987549,6992.402832
0.380000,463.006134,6992.402832
0.390000,462.996124,6992.402832
0.400000,463.019012,6992.402832
0.410000,462.991119,6992.402832
0.420000,462.995758,6992.402832
0.430000,462.999695,6992.402832
0.440000,462.975739,6992.402832
0.450000,462.967865,6992.402832
0.460000,462.954987,6992.402832
0.470000,462.936768,6992.402832
0.480000,462.877747,6992.402832
0.490000,462.836975,6992.402832
0.500000,462.830536,6992.402832
0.510000,462.813385,6992.402832
0.520000,462.773682,6992.402832
0.530000,462.743988,6992.402832
0.540000,462.707520,6992.402832
0.550000,462.716827,6992.402832
0.560000,462.679260,6992.402832
0.570000,462.668182,6992.402832
0.580000,462.649597,6992.402832
0.590000,462.629913,6992.402832
0.600000,462.630615,6992.402832
0.610000,462.575928,6992.402832
0.620000,462.558380,6992.402832
0.630000,462.544434,6992.402832
0.640000,462.502960,6992.402832
0.650000,462.467896,6992.402832
0.660000,462.445007,6992.402832
0.670000,462.417480,6992.402832
0.680000,462.402466,6992.402832
0.690000,462.365631,6992.402832
0.700000,462.377777,6992.402832
0.710000,462.354889,6992.402832
0.720000,462.360626,6992.402832
0.730000,462.361328,6992.402832
0.740000,462.372437,6992.402832
0.750000,462.356323,6992.402832
0.760000,462.345612,6992.402832
0.770000,462.317352,6992.402832
0.780000,462.261200,6992.402832
0.790000,462.221130,6992.402832
