flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00189_20240514155202_ece,15:52:02,2024-05-14,PFA-00183,PSA-00195,PSF-00189,0.000000,0.000000,0.000000,638.481995,189.302795,0.703511,32.904045

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,414.941315,6992.402832
0.010000,580.005554,6992.402832
0.020000,625.005127,6992.402832
0.030000,635.151733,6992.402832
0.040000,637.767822,6992.402832
0.050000,638.458374,6992.402832
0.060000,638.481995,6992.402832
0.070000,638.308167,6992.402832
0.080000,638.120422,6992.402832
0.090000,637.954102,6992.402832
0.100000,637.916565,6992.402832
0.110000,637.815735,6992.402832
0.120000,637.797852,6992.402832
0.130000,637.761353,6992.402832
0.140000,637.812134,6992.402832
0.150000,637.804260,6992.402832
0.160000,637.836121,6992.402832
0.170000,637.785339,6992.402832
0.180000,637.774231,6992.402832
0.190000,637.754211,6992.402832
0.200000,637.752441,6992.402832
0.210000,637.713074,6992.402832
0.220000,637.724548,6992.402832
0.230000,637.694092,6992.402832
0.240000,637.668396,6992.402832
0.250000,637.631897,6992.402832
0.260000,637.599365,6992.402832
0.270000,637.563965,6992.402832
0.280000,637.538208,6992.402832
0.290000,637.499207,6992.402832
0.300000,637.500977,6992.402832
0.310000,637.447021,6992.402832
0.320000,637.394043,6992.402832
0.330000,637.362244,6992.402832
0.340000,637.323608,6992.402832
0.350000,637.313965,6992.402832
0.360000,637.314697,6992.402832
0.370000,637.271790,6992.402832
0.380000,637.235291,6992.402832
0.390000,637.175537,6992.402832
0.400000,637.157654,6992.402832
0.410000,637.081482,6992.402832
0.420000,637.026794,6992.402832
0.430000,636.984558,6992.402832
0.440000,636.907715,6992.402832
0.450000,636.857605,6992.402832
0.460000,636.813293,6992.402832
0.470000,636.768921,6992.402832
0.480000,636.763550,6992.402832
0.490000,636.769287,6992.402832
0.500000,636.777527,6992.402832
0.510000,636.690613,6992.402832
0.520000,636.675232,6992.402832
0.530000,636.613037,6992.402832
0.540000,636.524658,6992.402832
0.550000,636.457458,6992.402832
0.560000,636.395569,6992.402832
0.570000,636.354065,6992.402832
0.580000,636.298645,6992.402832
0.590000,636.242859,6992.402832
0.600000,636.251831,6992.402832
0.610000,636.163452,6992.402832
0.620000,636.120178,6992.402832
0.630000,636.106262,6992.402832
0.640000,636.042969,6992.402832
0.650000,636.001831,6992.402832
0.660000,635.919922,6992.402832
0.670000,635.851990,6992.402832
0.680000,635.790833,6992.402832
0.690000,635.757935,6992.402832
0.700000,635.725037,6992.402832
0.710000,635.610229,6992.402832
0.720000,635.533325,6992.402832
0.730000,635.492554,6992.402832
0.740000,635.441040,6992.402832
0.750000,635.377075,6992.402832
0.760000,635.325195,6992.402832
0.770000,635.275513,6992.402832
0.780000,635.217529,6992.402832
0.790000,635.161072,6992.402832
