LDMC_trans,LMA_trans,CHL_trans,grt_trans,Model,AIC,R2,Singular_fit
inv,identity,identity,inv_sqrt,Random Intercept,577.0673744376913,0.7209359596843689,FALSE
inv,identity,identity,inv_sqrt,Random Slope,569.6183502108294,0.6865149216681575,TRUE
inv,identity,identity,inv_sqrt,Random Slope + Intercept,578.8182438018505,0.6968476200409373,TRUE
inv,identity,identity,sq,Random Intercept,-878.410186452328,0.7887346112847031,FALSE
inv,identity,identity,sq,Random Slope,-886.6065390865743,0.7188876982681676,TRUE
inv,identity,identity,sq,Random Slope + Intercept,-905.014479699968,0.9500388947550159,TRUE
inv,identity,identity,cub,Random Intercept,-1298.102486810335,0.7205301691949468,FALSE
inv,identity,identity,cub,Random Slope,-1310.743067218401,0.6703680697050735,FALSE
inv,identity,identity,cub,Random Slope + Intercept,-1339.3531096736606,0.9799155752844463,TRUE
inv_sqrt,identity,identity,identity,Random Intercept,-459.7740087253204,0.8368741606454054,FALSE
inv_sqrt,identity,identity,identity,Random Slope,-465.04772135261356,0.7811014253266344,TRUE
inv_sqrt,identity,identity,identity,Random Slope + Intercept,-470.4861546973457,0.9691492282098616,TRUE
inv_sqrt,identity,identity,log,Random Intercept,226.3491891401484,0.8253149975273767,FALSE
inv_sqrt,identity,identity,log,Random Slope,218.15665952234724,0.7816089105457911,TRUE
inv_sqrt,identity,identity,log,Random Slope + Intercept,226.6148343547011,0.8580029935843914,TRUE
inv_sqrt,identity,identity,sqrt,Random Intercept,-277.69214975328725,0.8471416568744391,FALSE
inv_sqrt,identity,identity,sqrt,Random Slope,-282.76389866412785,0.7949572523252761,TRUE
inv_sqrt,identity,identity,sqrt,Random Slope + Intercept,-280.7661377692796,0.9489958269591097,TRUE
inv_sqrt,identity,identity,inv,Random Intercept,1281.5599462830942,0.6018882780352313,FALSE
inv_sqrt,identity,identity,inv,Random Slope,1274.811551924703,0.599913849170294,FALSE
inv_sqrt,identity,identity,inv,Random Slope + Intercept,1286.8802537635981,0.5938731681133801,TRUE
inv_sqrt,identity,identity,inv_sqrt,Random Intercept,580.139737167048,0.7349376814879115,FALSE
inv_sqrt,identity,identity,inv_sqrt,Random Slope,570.3189094869122,0.7145817996279168,FALSE
inv_sqrt,identity,identity,inv_sqrt,Random Slope + Intercept,582.2454048875604,0.7451266725680843,TRUE
inv_sqrt,identity,identity,sq,Random Intercept,-874.5652323315666,0.7807497729964593,FALSE
inv_sqrt,identity,identity,sq,Random Slope,-884.438022470125,0.7261683070231882,FALSE
inv_sqrt,identity,identity,sq,Random Slope + Intercept,-903.7086733838732,0.979336863551424,TRUE
inv_sqrt,identity,identity,cub,Random Intercept,-1294.4516844407676,0.6961244691239871,FALSE
inv_sqrt,identity,identity,cub,Random Slope,-1308.826210408909,0.6712307782869785,TRUE
inv_sqrt,identity,identity,cub,Random Slope + Intercept,-1335.5080208645459,0.9810465605370664,TRUE
sq,identity,identity,identity,Random Intercept,-429.3762635849907,0.7921683766107525,FALSE
sq,identity,identity,identity,Random Slope,-437.7958702318721,0.9722298772135339,FALSE
sq,identity,identity,identity,Random Slope + Intercept,-436.0172090865811,0.9818194506942536,TRUE
sq,identity,identity,log,Random Intercept,256.0215585417157,0.8034911811940922,FALSE
sq,identity,identity,log,Random Slope,234.89853365205653,0.9068787358590616,FALSE
sq,identity,identity,log,Random Slope + Intercept,242.31765749479084,0.9852164024907692,FALSE
sq,identity,identity,sqrt,Random Intercept,-247.497955533633,0.821017900047583,FALSE
sq,identity,identity,sqrt,Random Slope,-261.8911446687291,0.8519835403556779,TRUE
sq,identity,identity,sqrt,Random Slope + Intercept,-258.15045138129744,0.9157362208896385,TRUE
sq,identity,identity,inv,Random Intercept,1310.8577197426218,0.5203724699472783,FALSE
sq,identity,identity,inv,Random Slope,1297.6274551807212,0.7196646561504475,TRUE
sq,identity,identity,inv,Random Slope + Intercept,1305.4817089653911,0.7234764470560648,TRUE
sq,identity,identity,inv_sqrt,Random Intercept,609.6111704691143,0.6944549454132587,FALSE
sq,identity,identity,inv_sqrt,Random Slope,588.0295319607008,0.7870690620301087,TRUE
sq,identity,identity,inv_sqrt,Random Slope + Intercept,589.1069697264551,0.8692831128631371,TRUE
sq,identity,identity,sq,Random Intercept,-846.4924954225754,0.6639485363519191,FALSE
sq,identity,identity,sq,Random Slope,-860.3326481007845,0.6873976168514716,TRUE
sq,identity,identity,sq,Random Slope + Intercept,-865.6353009195473,0.8251167668053299,TRUE
sq,identity,identity,cub,Random Intercept,-1270.924431195893,0.4890556457701156,FALSE
sq,identity,identity,cub,Random Slope,-1286.4561472484309,0.7088790071055882,TRUE
sq,identity,identity,cub,Random Slope + Intercept,-1287.5053911123389,0.7295049488226475,TRUE
cub,identity,identity,identity,Random Intercept,-417.5089666536532,0.7580113719108051,FALSE
cub,identity,identity,identity,Random Slope,-415.69583064991116,0.9998226901605206,TRUE
cub,identity,identity,identity,Random Slope + Intercept,-409.983009790619,0.9998952938661031,TRUE
cub,identity,identity,log,Random Intercept,268.8299396189716,0.7680747079659032,FALSE
cub,identity,identity,log,Random Slope,250.13226306087012,0.9864970655255066,TRUE
cub,identity,identity,log,Random Slope + Intercept,257.7293951844744,0.9983690846766341,TRUE
cub,identity,identity,sqrt,Random Intercept,-234.91442398826905,0.7897617255616586,FALSE
cub,identity,identity,sqrt,Random Slope,-236.53238939252446,0.9999038432651669,TRUE
cub,identity,identity,sqrt,Random Slope + Intercept,-233.86645965412868,0.9997540765456084,TRUE
cub,identity,identity,inv,Random Intercept,1322.4989133471138,0.4623347911505932,FALSE
cub,identity,identity,inv,Random Slope,1323.9567023756024,0.9996827645065727,TRUE
cub,identity,identity,inv,Random Slope + Intercept,1324.913761307334,0.9979218826617544,TRUE
cub,identity,identity,inv_sqrt,Random Intercept,621.8628994182234,0.6455694431596208,FALSE
cub,identity,identity,inv_sqrt,Random Slope,599.1873589706745,0.8198412863160816,TRUE
cub,identity,identity,inv_sqrt,Random Slope + Intercept,619.5866799751275,0.9999919970096993,FALSE
cub,identity,identity,sq,Random Intercept,-836.6955163653056,0.619764105268197,FALSE
cub,identity,identity,sq,Random Slope,-836.7654843652302,0.9998064432265389,TRUE
cub,identity,identity,sq,Random Slope + Intercept,-834.9023146521417,0.9974746565328118,TRUE
cub,identity,identity,cub,Random Intercept,-1263.5116923140918,0.46603942977573415,FALSE
cub,identity,identity,cub,Random Slope,-1264.3039339024558,0.9995090097535775,TRUE
cub,identity,identity,cub,Random Slope + Intercept,-1267.265013112262,0.9463767350141575,TRUE
identity,log,identity,identity,Random Intercept,-448.95253824403477,0.8485743810109524,FALSE
identity,log,identity,identity,Random Slope,-458.01028716501816,0.8264157024361453,TRUE
identity,log,identity,identity,Random Slope + Intercept,-461.37665583264624,0.9246207731603648,FALSE
identity,log,identity,log,Random Intercept,238.0927711501664,0.8525026468116627,FALSE
identity,log,identity,log,Random Slope,221.13584625189668,0.8709665898399684,FALSE
identity,log,identity,log,Random Slope + Intercept,224.8517962717438,0.8980136050468231,FALSE
identity,log,identity,sqrt,Random Intercept,-267.37329391784704,0.8682902423327479,FALSE
identity,log,identity,sqrt,Random Slope,-277.9204500642749,0.8662164804039848,FALSE
identity,log,identity,sqrt,Random Slope + Intercept,-273.8138587198378,0.9113305831859476,TRUE
identity,log,identity,inv,Random Intercept,1296.1766638202132,0.6138639254212259,FALSE
identity,log,identity,inv,Random Slope,1288.1560233230673,0.5271351008309357,FALSE
identity,log,identity,inv,Random Slope + Intercept,1286.1771780214995,0.7336529809070729,FALSE
identity,log,identity,inv_sqrt,Random Intercept,594.329151396905,0.7627229417782594,FALSE
identity,log,identity,inv_sqrt,Random Slope,576.6846471193759,0.6970388602310061,TRUE
identity,log,identity,inv_sqrt,Random Slope + Intercept,577.3621055344546,0.7639188275586871,FALSE
identity,log,identity,sq,Random Intercept,-862.9746145014742,0.7572314778618066,FALSE
identity,log,identity,sq,Random Slope,-875.7976701339434,0.7369179253700023,TRUE
identity,log,identity,sq,Random Slope + Intercept,-878.5109703394346,0.7983281427954309,FALSE
identity,log,identity,cub,Random Intercept,-1283.766084419407,0.6107026873453565,FALSE
identity,log,identity,cub,Random Slope,-1298.773240937715,0.5172960576326928,TRUE
identity,log,identity,cub,Random Slope + Intercept,-1310.6769726933917,0.8896409278384215,FALSE
log,log,identity,identity,Random Intercept,-460.7077148188649,0.8633143308232314,FALSE
log,log,identity,identity,Random Slope,-466.54224590700784,0.8104716498580334,TRUE
log,log,identity,identity,Random Slope + Intercept,-468.0065385140218,0.9368573923373757,TRUE
log,log,identity,log,Random Intercept,227.1380897404134,0.8577063938961973,FALSE
log,log,identity,log,Random Slope,216.45494889882087,0.8134739336463254,TRUE
log,log,identity,log,Random Slope + Intercept,221.41450718235274,0.8198245202792198,TRUE
log,log,identity,sqrt,Random Intercept,-278.78606709420376,0.8758250389308875,FALSE
log,log,identity,sqrt,Random Slope,-284.85004726587647,0.8265706597716094,TRUE
log,log,identity,sqrt,Random Slope + Intercept,-280.31349898735004,0.9263978780676513,TRUE
log,log,identity,inv,Random Intercept,1285.3840633959612,0.6418326325998461,FALSE
log,log,identity,inv,Random Slope,1276.3798120405647,0.639249524107873,TRUE
log,log,identity,inv,Random Slope + Intercept,1279.93124085131,0.6983555357943572,TRUE
log,log,identity,inv_sqrt,Random Intercept,583.5029204275036,0.773695537367974,FALSE
log,log,identity,inv_sqrt,Random Slope,570.3726330304963,0.7512684850645333,TRUE
log,log,identity,inv_sqrt,Random Slope + Intercept,574.2753168031402,0.7861617342795687,TRUE
log,log,identity,sq,Random Intercept,-874.0589509742396,0.8010604500563488,FALSE
log,log,identity,sq,Random Slope,-884.6924847993637,0.7424201717549072,TRUE
log,log,identity,sq,Random Slope + Intercept,-895.298883066196,0.94736458512136,TRUE
log,log,identity,cub,Random Intercept,-1293.090381932522,0.7035012777558755,FALSE
log,log,identity,cub,Random Slope,-1308.3959355975976,0.6750643447146095,TRUE
log,log,identity,cub,Random Slope + Intercept,-1323.384417558722,0.9492310538088178,TRUE
sqrt,log,identity,identity,Random Intercept,-456.3418991726148,0.8581704330914148,FALSE
sqrt,log,identity,identity,Random Slope,-463.816841186584,0.8192951803860578,TRUE
sqrt,log,identity,identity,Random Slope + Intercept,-468.2650013566308,0.9670438649326878,FALSE
sqrt,log,identity,log,Random Intercept,230.93982346723848,0.857948855269079,FALSE
sqrt,log,identity,log,Random Slope,217.29556011265765,0.856145469659983,FALSE
sqrt,log,identity,log,Random Slope + Intercept,221.99120987555727,0.8953562076711656,FALSE
sqrt,log,identity,sqrt,Random Intercept,-274.70535453730815,0.874332662881325,FALSE
sqrt,log,identity,sqrt,Random Slope,-282.94953312713955,0.8572539326867833,FALSE
sqrt,log,identity,sqrt,Random Slope + Intercept,-281.8494223754169,0.954994390735294,TRUE
sqrt,log,identity,inv,Random Intercept,1289.2880754441308,0.6336475735896374,FALSE
sqrt,log,identity,inv,Random Slope,1278.5632393883327,0.6622167347254404,TRUE
sqrt,log,identity,inv,Random Slope + Intercept,1281.0008380773943,0.7531343593717116,TRUE
sqrt,log,identity,inv_sqrt,Random Intercept,587.3280421936552,0.7724808426692764,FALSE
sqrt,log,identity,inv_sqrt,Random Slope,571.356385025633,0.7721170995683327,TRUE
sqrt,log,identity,inv_sqrt,Random Slope + Intercept,573.8137624841606,0.7953734788126777,TRUE
sqrt,log,identity,sq,Random Intercept,-869.8310495479202,0.7820413817751687,FALSE
sqrt,log,identity,sq,Random Slope,-881.7445013210317,0.745337277655624,TRUE
sqrt,log,identity,sq,Random Slope + Intercept,-894.9704786137684,0.9714566842016207,TRUE
sqrt,log,identity,cub,Random Intercept,-1289.6044641104802,0.6605781962995917,FALSE
sqrt,log,identity,cub,Random Slope,-1305.848497428715,0.6710129505537259,TRUE
sqrt,log,identity,cub,Random Slope + Intercept,-1321.1604854431478,0.9665852708356955,FALSE
inv,log,identity,identity,Random Intercept,-471.05450879890685,0.8607963613140035,FALSE
inv,log,identity,identity,Random Slope,-473.9858153261109,0.7893957406518609,FALSE
inv,log,identity,identity,Random Slope + Intercept,-477.7123519506564,0.9685425583957556,TRUE
inv,log,identity,log,Random Intercept,218.54028576739955,0.8408559408672852,FALSE
inv,log,identity,log,Random Slope,212.62397027986833,0.7771440945104634,TRUE
inv,log,identity,log,Random Slope + Intercept,220.962941862406,0.8512050605897251,TRUE
inv,log,identity,sqrt,Random Intercept,-288.0800192793176,0.8657881074097336,FALSE
inv,log,identity,sqrt,Random Slope,-290.8636408399921,0.7995648107167574,TRUE
inv,log,identity,sqrt,Random Slope + Intercept,-287.97563162307796,0.9503008306998558,TRUE
inv,log,identity,inv,Random Intercept,1275.6358764542626,0.6243751847075082,FALSE
inv,log,identity,inv,Random Slope,1270.1342891138725,0.5819007423069417,TRUE
inv,log,identity,inv,Random Slope + Intercept,1280.2735040529487,0.5499890857825536,TRUE
inv,log,identity,inv_sqrt,Random Intercept,574.3943668159307,0.7518420769763324,FALSE
inv,log,identity,inv_sqrt,Random Slope,566.5093006302646,0.6967899233396224,TRUE
inv,log,identity,inv_sqrt,Random Slope + Intercept,576.8389216391996,0.6984375557850176,TRUE
inv,log,identity,sq,Random Intercept,-885.1936106726089,0.8204383575031527,FALSE
inv,log,identity,sq,Random Slope,-892.699130761137,0.7346061663808275,FALSE
inv,log,identity,sq,Random Slope + Intercept,-907.9576367532295,0.9746280712604284,TRUE
inv,log,identity,cub,Random Intercept,-1303.6531599692535,0.7574654193897091,FALSE
inv,log,identity,cub,Random Slope,-1315.8127386151764,0.6821343234605454,TRUE
inv,log,identity,cub,Random Slope + Intercept,-1334.7544518612779,0.9346472158367813,FALSE
inv_sqrt,log,identity,identity,Random Intercept,-467.47325814341565,0.8640259304675012,FALSE
inv_sqrt,log,identity,identity,Random Slope,-471.76183202322284,0.8004262393982646,TRUE
inv_sqrt,log,identity,identity,Random Slope + Intercept,-475.693065689252,0.9687783006526675,TRUE
inv_sqrt,log,identity,log,Random Intercept,221.1873247201259,0.851821264814762,FALSE
inv_sqrt,log,identity,log,Random Slope,213.0626725341844,0.7960337022124823,TRUE
inv_sqrt,log,identity,log,Random Slope + Intercept,222.9340929440652,0.8702502252451624,TRUE
inv_sqrt,log,identity,sqrt,Random Intercept,-285.07864512491847,0.8728190724885659,FALSE
inv_sqrt,log,identity,sqrt,Random Slope,-289.350972759134,0.8135454689842833,FALSE
inv_sqrt,log,identity,sqrt,Random Slope + Intercept,-286.8859482221553,0.9520699263759752,TRUE
inv_sqrt,log,identity,inv,Random Intercept,1278.983726469316,0.6382268181118906,FALSE
inv_sqrt,log,identity,inv,Random Slope,1271.7610919078234,0.6119544429734897,TRUE
inv_sqrt,log,identity,inv,Random Slope + Intercept,1284.3480155166485,0.6008266398234275,TRUE
inv_sqrt,log,identity,inv_sqrt,Random Intercept,577.3595207523427,0.7664709790180434,FALSE
inv_sqrt,log,identity,inv_sqrt,Random Slope,566.9742297597595,0.7268259932879377,TRUE
inv_sqrt,log,identity,inv_sqrt,Random Slope + Intercept,580.2795194807268,0.7581635548272146,TRUE
inv_sqrt,log,identity,sq,Random Intercept,-881.0714036427274,0.8136903131880071,FALSE
inv_sqrt,log,identity,sq,Random Slope,-890.1874971129602,0.7388270497873027,FALSE
inv_sqrt,log,identity,sq,Random Slope + Intercept,-904.8158248601053,0.9754063010567293,TRUE
inv_sqrt,log,identity,cub,Random Intercept,-1299.6726720363636,0.7357981161743514,FALSE
inv_sqrt,log,identity,cub,Random Slope,-1313.5628727637684,0.6786659769184574,FALSE
inv_sqrt,log,identity,cub,Random Slope + Intercept,-1332.5877954368755,0.9733647919931526,TRUE
sq,log,identity,identity,Random Intercept,-435.42817569733313,0.8187402190003722,FALSE
sq,log,identity,identity,Random Slope,-446.8747913501075,0.8471089496806898,TRUE
sq,log,identity,identity,Random Slope + Intercept,-448.61403062583054,0.9579881707512666,TRUE
sq,log,identity,log,Random Intercept,252.0401310707983,0.8268713122718969,FALSE
sq,log,identity,log,Random Slope,229.65894740963682,0.903015013925813,FALSE
sq,log,identity,log,Random Slope + Intercept,232.89761636799935,0.9267696513749649,TRUE
sq,log,identity,sqrt,Random Intercept,-253.37960440930243,0.8445838836505238,FALSE
sq,log,identity,sqrt,Random Slope,-267.3556272857935,0.8760144986930833,FALSE
sq,log,identity,sqrt,Random Slope + Intercept,-263.3992705679175,0.9551079251766786,FALSE
sq,log,identity,inv,Random Intercept,1308.8038873506896,0.5501872047950365,FALSE
sq,log,identity,inv,Random Slope,1295.1263874153237,0.7948861966036214,TRUE
sq,log,identity,inv,Random Slope + Intercept,1297.2130076816027,0.7353627551290003,TRUE
sq,log,identity,inv_sqrt,Random Intercept,607.6048777503473,0.7220403621794205,FALSE
sq,log,identity,inv_sqrt,Random Slope,590.3168127950122,0.7930485482663899,TRUE
sq,log,identity,inv_sqrt,Random Slope + Intercept,593.1856499601691,0.9739967424452463,TRUE
sq,log,identity,sq,Random Intercept,-851.3689178528095,0.6993120276774749,FALSE
sq,log,identity,sq,Random Slope,-864.2086446464109,0.7496606021796683,TRUE
sq,log,identity,sq,Random Slope + Intercept,-859.1235229888473,0.7777042372466676,TRUE
sq,log,identity,cub,Random Intercept,-1274.6693015671638,0.5220464159673562,FALSE
sq,log,identity,cub,Random Slope,-1289.8905493129278,0.6536148961455875,TRUE
sq,log,identity,cub,Random Slope + Intercept,-1288.4174605222568,0.7250849092436312,TRUE
cub,log,identity,identity,Random Intercept,-422.9722028002928,0.7830745665715007,FALSE
cub,log,identity,identity,Random Slope,-432.1035794232967,0.9787810403693668,TRUE
cub,log,identity,identity,Random Slope + Intercept,-426.95735334563756,0.8618220349468132,TRUE
cub,log,identity,log,Random Intercept,265.5587819137792,0.7893945795921209,FALSE
cub,log,identity,log,Random Slope,248.08562344753105,0.9967744389814276,TRUE
cub,log,identity,log,Random Slope + Intercept,250.22835827902887,0.9959696360906145,TRUE
cub,log,identity,sqrt,Random Intercept,-240.07444324047907,0.8121039756858728,FALSE
cub,log,identity,sqrt,Random Slope,-253.00551064935848,0.8449495722139877,TRUE
cub,log,identity,sqrt,Random Slope + Intercept,-242.85880149999048,0.9985598280134339,TRUE
cub,log,identity,inv,Random Intercept,1320.6877676124054,0.48266078044892874,FALSE
cub,log,identity,inv,Random Slope,1324.9244520045652,0.9999617084584441,TRUE
cub,log,identity,inv,Random Slope + Intercept,1319.3773542336914,0.9912554790241689,TRUE
cub,log,identity,inv_sqrt,Random Intercept,620.3149944312062,0.6678127536346906,FALSE
cub,log,identity,inv_sqrt,Random Slope,607.2476464785109,0.999360791974139,TRUE
cub,log,identity,inv_sqrt,Random Slope + Intercept,606.6550627385433,0.9961272197259594,TRUE
cub,log,identity,sq,Random Intercept,-841.2153605918479,0.6498096772343671,FALSE
cub,log,identity,sq,Random Slope,-847.7586402003371,0.9911227317918112,TRUE
cub,log,identity,sq,Random Slope + Intercept,-834.3109300921732,0.9992948008216043,TRUE
cub,log,identity,cub,Random Intercept,-1267.0367954788478,0.4842156574886329,FALSE
cub,log,identity,cub,Random Slope,-1265.0725009567423,0.9998734952840029,TRUE
cub,log,identity,cub,Random Slope + Intercept,-1269.956899333806,0.9551631698690891,TRUE
identity,sqrt,identity,identity,Random Intercept,-446.9899981878672,0.8368486967574913,FALSE
identity,sqrt,identity,identity,Random Slope,-455.70676662232796,0.8004046935228846,FALSE
identity,sqrt,identity,identity,Random Slope + Intercept,-457.2873513199968,0.8795616295880776,FALSE
identity,sqrt,identity,log,Random Intercept,239.16658908727374,0.8409257353404356,FALSE
identity,sqrt,identity,log,Random Slope,222.7539006163076,0.8403584101982583,FALSE
identity,sqrt,identity,log,Random Slope + Intercept,227.04716723773677,0.8512253378194035,FALSE
identity,sqrt,identity,sqrt,Random Intercept,-265.395264107262,0.8574449868345648,FALSE
identity,sqrt,identity,sqrt,Random Slope,-276.1928968226557,0.8496466967106057,FALSE
identity,sqrt,identity,sqrt,Random Slope + Intercept,-273.5508878284823,0.8975357779359877,FALSE
identity,sqrt,identity,inv,Random Intercept,1295.987634973982,0.5957478245131999,FALSE
identity,sqrt,identity,inv,Random Slope,1284.3171816179492,0.6134823395971933,TRUE
identity,sqrt,identity,inv,Random Slope + Intercept,1287.1130644480747,0.7964708182017699,FALSE
identity,sqrt,identity,inv_sqrt,Random Intercept,594.2679557705001,0.7476408719302112,FALSE
identity,sqrt,identity,inv_sqrt,Random Slope,585.9929929810971,0.7328619103263904,TRUE
identity,sqrt,identity,inv_sqrt,Random Slope + Intercept,578.552395613299,0.8321219870744696,FALSE
identity,sqrt,identity,sq,Random Intercept,-861.6916005469733,0.7413895165555225,FALSE
identity,sqrt,identity,sq,Random Slope,-875.0858132224317,0.7459454025729502,TRUE
identity,sqrt,identity,sq,Random Slope + Intercept,-877.8684085510146,0.7990996073073586,FALSE
identity,sqrt,identity,cub,Random Intercept,-1283.075992713502,0.5909779488492883,FALSE
identity,sqrt,identity,cub,Random Slope,-1300.0558654113127,0.6660119042502471,TRUE
identity,sqrt,identity,cub,Random Slope + Intercept,-1295.717722839366,0.5540661743758115,TRUE
