LDMC_trans,LMA_trans,CHL_trans,grt_trans,Model,AIC,BIC,AICc,R2,Singular_fit
just,sqrt,sq,cub,Random Slope + Intercept,-1278.845429,-1240.224765,-1272.919503,0.76882658,TRUE
log,sqrt,sq,just,Random Intercept,-444.8918658,-429.4435999,-443.9585324,0.84659862,FALSE
log,sqrt,sq,just,Random Slope,-444.4502693,-405.8296047,-438.5243434,0.940021283,TRUE
log,sqrt,sq,just,Random Slope + Intercept,-444.4502693,-405.8296047,-438.5243434,0.940021283,TRUE
cub,just,log,log,Random Intercept,255.5149155,270.9631813,256.4482488,0.777009919,FALSE
log,sqrt,sq,log,Random Slope,256.149208,294.7698727,262.0751339,0.826866778,TRUE
log,sqrt,sq,log,Random Slope + Intercept,256.149208,294.7698727,262.0751339,0.826866778,TRUE
log,sqrt,sq,sqrt,Random Intercept,-260.880528,-245.4322621,-259.9471946,0.856612857,FALSE
log,sqrt,sq,sqrt,Random Slope,-251.7308282,-213.1101635,-245.8049023,0.861889346,TRUE
log,sqrt,sq,sqrt,Random Slope + Intercept,-251.7308282,-213.1101635,-245.8049023,0.861889346,TRUE
log,sqrt,sq,inv,Random Intercept,1297.146915,1312.595181,1298.080248,0.612334816,FALSE
log,sqrt,sq,inv,Random Slope,1304.726609,1343.347274,1310.652535,0.540277593,TRUE
log,sqrt,sq,inv,Random Slope + Intercept,1304.726609,1343.347274,1310.652535,0.540277593,TRUE
log,sqrt,sq,inv_sqrt,Random Intercept,598.1304275,613.5786934,599.0637608,0.744484131,FALSE
log,sqrt,sq,inv_sqrt,Random Slope,605.6054804,644.2261451,611.5314063,0.763394557,TRUE
log,sqrt,sq,inv_sqrt,Random Slope + Intercept,605.6054804,644.2261451,611.5314063,0.763394557,TRUE
log,sqrt,sq,sq,Random Intercept,-861.3895853,-845.9413194,-860.456252,0.785087179,FALSE
log,sqrt,sq,sq,Random Slope,-871.9653517,-833.344687,-866.0394258,0.948499775,TRUE
log,sqrt,sq,sq,Random Slope + Intercept,-871.9653517,-833.344687,-866.0394258,0.948499775,TRUE
log,sqrt,sq,cub,Random Intercept,-1282.11652,-1266.668254,-1281.183187,0.686617251,FALSE
log,sqrt,sq,cub,Random Slope,-1299.838392,-1261.217727,-1293.912466,0.943945911,TRUE
log,sqrt,sq,cub,Random Slope + Intercept,-1299.838392,-1261.217727,-1293.912466,0.943945911,TRUE
sqrt,sqrt,sq,just,Random Intercept,-440.7046204,-425.2563545,-439.7712871,0.841340711,FALSE
sqrt,sqrt,sq,just,Random Slope,-437.464808,-398.8441433,-431.5388821,0.894059097,TRUE
sqrt,sqrt,sq,just,Random Slope + Intercept,-437.464808,-398.8441433,-431.5388821,0.894059097,TRUE
sq,cub,sqrt,log,Random Intercept,255.5211075,270.9693734,256.4544408,0.763481353,FALSE
sqrt,sqrt,sq,log,Random Slope,251.7916415,290.4123062,257.7175675,0.846985898,TRUE
sqrt,sqrt,sq,log,Random Slope + Intercept,251.7916415,290.4123062,257.7175675,0.846985898,TRUE
sqrt,sqrt,sq,sqrt,Random Intercept,-256.9544843,-241.5062184,-256.021151,0.855330545,FALSE
sqrt,sqrt,sq,sqrt,Random Slope,-250.507189,-211.8865244,-244.5812631,0.893871534,TRUE
sqrt,sqrt,sq,sqrt,Random Slope + Intercept,-250.507189,-211.8865244,-244.5812631,0.893871534,TRUE
sqrt,sqrt,sq,inv,Random Intercept,1300.991939,1316.440205,1301.925272,0.604001539,FALSE
sqrt,sqrt,sq,inv,Random Slope,1303.539416,1342.160081,1309.465342,0.878690106,TRUE
sqrt,sqrt,sq,inv,Random Slope + Intercept,1303.539416,1342.160081,1309.465342,0.878690106,TRUE
sqrt,sqrt,sq,inv_sqrt,Random Intercept,601.8765246,617.3247904,602.8098579,0.743550363,FALSE
sqrt,sqrt,sq,inv_sqrt,Random Slope,601.2834378,639.9041025,607.2093638,0.781343602,TRUE
sqrt,sqrt,sq,inv_sqrt,Random Slope + Intercept,601.2834378,639.9041025,607.2093638,0.781343602,TRUE
sqrt,sqrt,sq,sq,Random Intercept,-857.3222935,-841.8740277,-856.3889602,0.765239071,FALSE
sqrt,sqrt,sq,sq,Random Slope,-861.9803561,-823.3596914,-856.0544301,0.907470748,TRUE
sqrt,sqrt,sq,sq,Random Slope + Intercept,-861.9803561,-823.3596914,-856.0544301,0.907470748,TRUE
sqrt,sqrt,sq,cub,Random Intercept,-1278.758855,-1263.310589,-1277.825521,0.642380138,FALSE
sqrt,sqrt,sq,cub,Random Slope,-1290.12058,-1251.499916,-1284.194654,0.822812256,TRUE
sqrt,sqrt,sq,cub,Random Slope + Intercept,-1290.12058,-1251.499916,-1284.194654,0.822812256,TRUE
inv,sqrt,sq,just,Random Intercept,-455.0241846,-439.5759187,-454.0908513,0.843333734,FALSE
inv,sqrt,sq,just,Random Slope,-446.1439934,-407.5233287,-440.2180675,0.91486774,TRUE
inv,sqrt,sq,just,Random Slope + Intercept,-446.1439934,-407.5233287,-440.2180675,0.91486774,TRUE
just,sqrt,sq,log,Random Intercept,255.9262473,271.3745132,256.8595806,0.828679031,FALSE
inv,sqrt,sq,log,Random Slope,248.2925572,286.9132219,254.2184831,0.803226419,TRUE
inv,sqrt,sq,log,Random Slope + Intercept,248.2925572,286.9132219,254.2184831,0.803226419,TRUE
inv,sqrt,sq,sqrt,Random Intercept,-270.1117041,-254.6634382,-269.1783707,0.84484649,FALSE
inv,sqrt,sq,sqrt,Random Slope,-258.135569,-219.5149043,-252.2096431,0.916570512,TRUE
inv,sqrt,sq,sqrt,Random Slope + Intercept,-258.135569,-219.5149043,-252.2096431,0.916570512,TRUE
inv,sqrt,sq,inv,Random Intercept,1287.43468,1302.882946,1288.368014,0.594063955,FALSE
inv,sqrt,sq,inv,Random Slope,1295.605832,1334.226497,1301.531758,0.791005831,TRUE
inv,sqrt,sq,inv,Random Slope + Intercept,1295.605832,1334.226497,1301.531758,0.791005831,TRUE
inv,sqrt,sq,inv_sqrt,Random Intercept,588.9999605,604.4482263,589.9332938,0.720377895,FALSE
inv,sqrt,sq,inv_sqrt,Random Slope,597.0577652,635.6784299,602.9836911,0.823169959,TRUE
inv,sqrt,sq,inv_sqrt,Random Slope + Intercept,597.0577652,635.6784299,602.9836911,0.823169959,TRUE
inv,sqrt,sq,sq,Random Intercept,-872.2213263,-856.7730605,-871.287993,0.805354491,FALSE
inv,sqrt,sq,sq,Random Slope,-874.8813529,-836.2606882,-868.955427,0.926387669,TRUE
inv,sqrt,sq,sq,Random Slope + Intercept,-874.8813529,-836.2606882,-868.955427,0.926387669,TRUE
inv,sqrt,sq,cub,Random Intercept,-1292.399232,-1276.950966,-1291.465899,0.742749243,FALSE
inv,sqrt,sq,cub,Random Slope,-1306.217135,-1267.596471,-1300.29121,0.755590833,TRUE
inv,sqrt,sq,cub,Random Slope + Intercept,-1306.217135,-1267.596471,-1300.29121,0.755590833,TRUE
inv_sqrt,sqrt,sq,just,Random Intercept,-451.5226787,-436.0744128,-450.5893453,0.847076884,FALSE
inv_sqrt,sqrt,sq,just,Random Slope,-443.367015,-404.7463503,-437.441089,0.919157126,TRUE
inv_sqrt,sqrt,sq,just,Random Slope + Intercept,-443.367015,-404.7463503,-437.441089,0.919157126,TRUE
sq,just,just,log,Random Intercept,256.0215585,271.4698244,256.9548919,0.803491181,FALSE
inv_sqrt,sqrt,sq,log,Random Slope,250.5580308,289.1786955,256.4839568,0.82777759,TRUE
inv_sqrt,sqrt,sq,log,Random Slope + Intercept,250.5580308,289.1786955,256.4839568,0.82777759,TRUE
inv_sqrt,sqrt,sq,sqrt,Random Intercept,-267.1002147,-251.6519488,-266.1668813,0.852928275,FALSE
inv_sqrt,sqrt,sq,sqrt,Random Slope,-255.9014709,-217.2808062,-249.975545,0.922162024,TRUE
inv_sqrt,sqrt,sq,sqrt,Random Slope + Intercept,-255.9014709,-217.2808062,-249.975545,0.922162024,TRUE
inv_sqrt,sqrt,sq,inv,Random Intercept,1290.778914,1306.22718,1291.712247,0.608453816,FALSE
inv_sqrt,sqrt,sq,inv,Random Slope,1298.288467,1336.909132,1304.214393,0.690691974,TRUE
inv_sqrt,sqrt,sq,inv,Random Slope + Intercept,1298.288467,1336.909132,1304.214393,0.690691974,TRUE
inv_sqrt,sqrt,sq,inv_sqrt,Random Intercept,592.0051848,607.4534507,592.9385181,0.736348773,FALSE
inv_sqrt,sqrt,sq,inv_sqrt,Random Slope,600.0939677,638.7146324,606.0198937,0.836013174,TRUE
inv_sqrt,sqrt,sq,inv_sqrt,Random Slope + Intercept,600.0939677,638.7146324,606.0198937,0.836013174,TRUE
inv_sqrt,sqrt,sq,sq,Random Intercept,-868.2427521,-852.7944863,-867.3094188,0.798291443,FALSE
inv_sqrt,sqrt,sq,sq,Random Slope,-869.4138455,-830.7931808,-863.4879196,0.942965507,TRUE
inv_sqrt,sqrt,sq,sq,Random Slope + Intercept,-869.4138455,-830.7931808,-863.4879196,0.942965507,TRUE
inv_sqrt,sqrt,sq,cub,Random Intercept,-1288.559036,-1273.11077,-1287.625702,0.72013633,FALSE
inv_sqrt,sqrt,sq,cub,Random Slope,-1305.298023,-1266.677359,-1299.372097,0.741349692,TRUE
inv_sqrt,sqrt,sq,cub,Random Slope + Intercept,-1305.298023,-1266.677359,-1299.372097,0.741349692,TRUE
sq,sqrt,sq,just,Random Intercept,-420.3800388,-404.931773,-419.4467055,0.799722992,FALSE
sq,sqrt,sq,just,Random Slope,-422.487058,-383.8663933,-416.5611321,0.891571249,TRUE
sq,sqrt,sq,just,Random Slope + Intercept,-422.487058,-383.8663933,-416.5611321,0.891571249,TRUE
cub,log,sqrt,log,Random Intercept,256.436228,271.8844939,257.3695613,0.79667333,FALSE
sq,sqrt,sq,log,Random Slope,268.6495029,307.2701676,274.5754288,0.971952456,TRUE
sq,sqrt,sq,log,Random Slope + Intercept,268.6495029,307.2701676,274.5754288,0.971952456,TRUE
sq,sqrt,sq,sqrt,Random Intercept,-236.3351054,-220.8868396,-235.4017721,0.823503289,FALSE
sq,sqrt,sq,sqrt,Random Slope,-234.2346046,-195.6139399,-228.3086786,0.990936828,TRUE
sq,sqrt,sq,sqrt,Random Slope + Intercept,-234.2346046,-195.6139399,-228.3086786,0.990936828,TRUE
sq,sqrt,sq,inv,Random Intercept,1320.260604,1335.70887,1321.193938,0.518668165,FALSE
sq,sqrt,sq,inv,Random Slope,1317.975459,1356.596124,1323.901385,0.899422073,TRUE
sq,sqrt,sq,inv,Random Slope + Intercept,1317.975459,1356.596124,1323.901385,0.899422073,TRUE
sq,sqrt,sq,inv_sqrt,Random Intercept,621.7053603,637.1536261,622.6386936,0.690410844,FALSE
sq,sqrt,sq,inv_sqrt,Random Slope,618.2267351,656.8473998,624.152661,0.994574818,TRUE
sq,sqrt,sq,inv_sqrt,Random Slope + Intercept,618.2267351,656.8473998,624.152661,0.994574818,TRUE
sq,sqrt,sq,sq,Random Intercept,-839.2367445,-823.7884786,-838.3034112,0.679806148,FALSE
sq,sqrt,sq,sq,Random Slope,-847.325875,-808.7052103,-841.3999491,0.942298593,TRUE
sq,sqrt,sq,sq,Random Slope + Intercept,-847.325875,-808.7052103,-841.3999491,0.942298593,TRUE
sq,sqrt,sq,cub,Random Intercept,-1264.081369,-1248.633103,-1263.148036,0.503518892,FALSE
sq,sqrt,sq,cub,Random Slope,-1294.465526,-1255.844862,-1288.5396,0.963679409,TRUE
sq,sqrt,sq,cub,Random Slope + Intercept,-1294.465526,-1255.844862,-1288.5396,0.963679409,TRUE
cub,sqrt,sq,just,Random Intercept,-408.2187598,-392.7704939,-407.2854265,0.762112514,FALSE
cub,sqrt,sq,just,Random Slope,-391.87117,-353.2505054,-385.9452441,0.998726649,TRUE
cub,sqrt,sq,just,Random Slope + Intercept,-391.87117,-353.2505054,-385.9452441,0.998726649,TRUE
cub,sqrt,sqrt,log,Random Intercept,256.8542203,272.3024861,257.7875536,0.786477706,FALSE
cub,sqrt,sq,log,Random Slope,278.5254801,317.1461448,284.4514061,0.991343034,TRUE
cub,sqrt,sq,log,Random Slope + Intercept,278.5254801,317.1461448,284.4514061,0.991343034,TRUE
cub,sqrt,sq,sqrt,Random Intercept,-223.452339,-208.0040731,-222.5190057,0.788469547,FALSE
cub,sqrt,sq,sqrt,Random Slope,-214.9105646,-176.2898999,-208.9846387,0.999541138,TRUE
cub,sqrt,sq,sqrt,Random Slope + Intercept,-214.9105646,-176.2898999,-208.9846387,0.999541138,TRUE
cub,sqrt,sq,inv,Random Intercept,1332.003649,1347.451915,1332.936983,0.45131895,FALSE
cub,sqrt,sq,inv,Random Slope,1355.826971,1394.447635,1361.752897,0.999972172,TRUE
cub,sqrt,sq,inv,Random Slope + Intercept,1355.826971,1394.447635,1361.752897,0.999972172,TRUE
cub,sqrt,sq,inv_sqrt,Random Intercept,634.1241755,649.5724413,635.0575088,0.633618683,FALSE
cub,sqrt,sq,inv_sqrt,Random Slope,647.4041655,686.0248302,653.3300914,0.999971625,TRUE
cub,sqrt,sq,inv_sqrt,Random Slope + Intercept,647.4041655,686.0248302,653.3300914,0.999971625,TRUE
cub,sqrt,sq,sq,Random Intercept,-829.2205904,-813.7723246,-828.2872571,0.629863209,FALSE
cub,sqrt,sq,sq,Random Slope,-811.6661908,-773.0455261,-805.7402649,0.99971704,TRUE
cub,sqrt,sq,sq,Random Slope + Intercept,-811.6661908,-773.0455261,-805.7402649,0.99971704,TRUE
cub,sqrt,sq,cub,Random Intercept,-1256.519777,-1241.071512,-1255.586444,0.468758854,FALSE
cub,sqrt,sq,cub,Random Slope,-1253.31738,-1214.696715,-1247.391454,0.999442475,TRUE
cub,sqrt,sq,cub,Random Slope + Intercept,-1253.31738,-1214.696715,-1247.391454,0.999442475,TRUE
just,inv,sq,just,Random Intercept,-441.017864,-425.5695981,-440.0845307,0.856820032,FALSE
just,inv,sq,just,Random Slope,-437.9669598,-399.3462952,-432.0410339,0.847196175,TRUE
just,inv,sq,just,Random Slope + Intercept,-437.9669598,-399.3462952,-432.0410339,0.847196175,TRUE
cub,sq,inv_sqrt,log,Random Intercept,257.3810732,272.8293391,258.3144065,0.73977884,FALSE
just,inv,sq,log,Random Slope,253.6891092,292.3097739,259.6150351,0.905673652,TRUE
just,inv,sq,log,Random Slope + Intercept,253.6891092,292.3097739,259.6150351,0.905673652,TRUE
just,inv,sq,sqrt,Random Intercept,-257.5780947,-242.1298288,-256.6447613,0.874963954,FALSE
just,inv,sq,sqrt,Random Slope,-253.240559,-214.6198943,-247.3146331,0.917244622,TRUE
just,inv,sq,sqrt,Random Slope + Intercept,-253.240559,-214.6198943,-247.3146331,0.917244622,TRUE
just,inv,sq,inv,Random Intercept,1305.572524,1321.02079,1306.505857,0.639944814,FALSE
just,inv,sq,inv,Random Slope,1301.324359,1339.945024,1307.250285,0.869151983,TRUE
just,inv,sq,inv,Random Slope + Intercept,1301.324359,1339.945024,1307.250285,0.869151983,TRUE
just,inv,sq,inv_sqrt,Random Intercept,606.0256291,621.473895,606.9589625,0.7785067,FALSE
just,inv,sq,inv_sqrt,Random Slope,600.2789448,638.8996095,606.2048707,0.792689357,TRUE
just,inv,sq,inv_sqrt,Random Slope + Intercept,600.2789448,638.8996095,606.2048707,0.792689357,TRUE
just,inv,sq,sq,Random Intercept,-856.4211184,-840.9728525,-855.487785,0.771993472,FALSE
just,inv,sq,sq,Random Slope,-861.0849685,-822.4643039,-855.1590426,0.843519752,TRUE
just,inv,sq,sq,Random Slope + Intercept,-861.0849685,-822.4643039,-855.1590426,0.843519752,TRUE
just,inv,sq,cub,Random Intercept,-1277.45699,-1262.008725,-1276.523657,0.633847113,FALSE
just,inv,sq,cub,Random Slope,-1297.909743,-1259.289078,-1291.983817,0.715643594,TRUE
just,inv,sq,cub,Random Slope + Intercept,-1297.909743,-1259.289078,-1291.983817,0.715643594,TRUE
log,inv,sq,just,Random Intercept,-453.2619875,-437.8137217,-452.3286542,0.872364901,FALSE
log,inv,sq,just,Random Slope,-443.4768203,-404.8561557,-437.5508944,0.902500172,TRUE
log,inv,sq,just,Random Slope + Intercept,-443.4768203,-404.8561557,-437.5508944,0.902500172,TRUE
inv_sqrt,just,cub,log,Random Intercept,257.6888976,273.1371635,258.622231,0.796056177,FALSE
log,inv,sq,log,Random Slope,249.7254715,288.3461362,255.6513975,0.899901429,TRUE
log,inv,sq,log,Random Slope + Intercept,249.7254715,288.3461362,255.6513975,0.899901429,TRUE
log,inv,sq,sqrt,Random Intercept,-269.450019,-254.0017531,-268.5166857,0.883637712,FALSE
log,inv,sq,sqrt,Random Slope,-255.607482,-216.9868173,-249.6815561,0.918445835,TRUE
log,inv,sq,sqrt,Random Slope + Intercept,-255.607482,-216.9868173,-249.6815561,0.918445835,TRUE
log,inv,sq,inv,Random Intercept,1294.564265,1310.012531,1295.497598,0.668771004,FALSE
log,inv,sq,inv,Random Slope,1301.274103,1339.894768,1307.200029,0.723662156,TRUE
log,inv,sq,inv,Random Slope + Intercept,1301.274103,1339.894768,1307.200029,0.723662156,TRUE
log,inv,sq,inv_sqrt,Random Intercept,594.922503,610.3707689,595.8558363,0.790640132,FALSE
log,inv,sq,inv_sqrt,Random Slope,602.1460339,640.7666986,608.0719598,0.879452181,TRUE
log,inv,sq,inv_sqrt,Random Slope + Intercept,602.1460339,640.7666986,608.0719598,0.879452181,TRUE
log,inv,sq,sq,Random Intercept,-868.0005249,-852.5522591,-867.0671916,0.8150853,FALSE
log,inv,sq,sq,Random Slope,-865.0131194,-826.3924547,-859.0871935,0.820359172,TRUE
log,inv,sq,sq,Random Slope + Intercept,-865.0131194,-826.3924547,-859.0871935,0.820359172,TRUE
log,inv,sq,cub,Random Intercept,-1287.254674,-1271.806409,-1286.321341,0.724202766,FALSE
log,inv,sq,cub,Random Slope,-1290.364965,-1251.7443,-1284.439039,0.934609139,TRUE
log,inv,sq,cub,Random Slope + Intercept,-1290.364965,-1251.7443,-1284.439039,0.934609139,TRUE
sqrt,inv,sq,just,Random Intercept,-448.6659968,-433.2177309,-447.7326634,0.866804735,FALSE
sqrt,inv,sq,just,Random Slope,-440.7378286,-402.1171639,-434.8119026,0.966675352,TRUE
sqrt,inv,sq,just,Random Slope + Intercept,-440.7378286,-402.1171639,-434.8119026,0.966675352,TRUE
sqrt,sq,sq,log,Random Intercept,257.7055073,273.1537731,258.6388406,0.790211759,FALSE
sqrt,inv,sq,log,Random Slope,249.7115169,288.3321816,255.6374428,0.831802517,TRUE
sqrt,inv,sq,log,Random Slope + Intercept,249.7115169,288.3321816,255.6374428,0.831802517,TRUE
sqrt,inv,sq,sqrt,Random Intercept,-265.1722882,-249.7240223,-264.2389549,0.881582606,FALSE
sqrt,inv,sq,sqrt,Random Slope,-254.6299856,-216.0093209,-248.7040596,0.949469354,TRUE
sqrt,inv,sq,sqrt,Random Slope + Intercept,-254.6299856,-216.0093209,-248.7040596,0.949469354,TRUE
sqrt,inv,sq,inv,Random Intercept,1298.549143,1313.997409,1299.482476,0.660560236,FALSE
sqrt,inv,sq,inv,Random Slope,1296.292815,1334.91348,1302.218741,0.677429201,TRUE
sqrt,inv,sq,inv,Random Slope + Intercept,1296.292815,1334.91348,1302.218741,0.677429201,TRUE
sqrt,inv,sq,inv_sqrt,Random Intercept,598.8409314,614.2891973,599.7742648,0.789026352,FALSE
sqrt,inv,sq,inv_sqrt,Random Slope,596.0508611,634.6715257,601.976787,0.873223501,TRUE
sqrt,inv,sq,inv_sqrt,Random Slope + Intercept,596.0508611,634.6715257,601.976787,0.873223501,TRUE
sqrt,inv,sq,sq,Random Intercept,-863.5211226,-848.0728567,-862.5877893,0.796456288,FALSE
sqrt,inv,sq,sq,Random Slope,-860.5987511,-821.9780864,-854.6728252,0.981828613,TRUE
sqrt,inv,sq,sq,Random Slope + Intercept,-860.5987511,-821.9780864,-854.6728252,0.981828613,TRUE
sqrt,inv,sq,cub,Random Intercept,-1283.524045,-1268.075779,-1282.590711,0.682912744,FALSE
sqrt,inv,sq,cub,Random Slope,-1287.654262,-1249.033597,-1281.728336,0.965778921,TRUE
sqrt,inv,sq,cub,Random Slope + Intercept,-1287.654262,-1249.033597,-1281.728336,0.965778921,TRUE
inv,inv,sq,just,Random Intercept,-463.8851641,-448.4368982,-462.9518307,0.870723806,FALSE
inv,inv,sq,just,Random Slope,-448.2804154,-409.6597508,-442.3544895,0.8800009,TRUE
inv,inv,sq,just,Random Slope + Intercept,-448.2804154,-409.6597508,-442.3544895,0.8800009,TRUE
sqrt,inv,cub,log,Random Intercept,257.8609396,273.3092054,258.7942729,0.857078961,FALSE
inv,inv,sq,log,Random Slope,247.1505136,285.7711783,253.0764396,0.830569307,TRUE
inv,inv,sq,log,Random Slope + Intercept,247.1505136,285.7711783,253.0764396,0.830569307,TRUE
inv,inv,sq,sqrt,Random Intercept,-278.8428193,-263.3945534,-277.909486,0.874513586,FALSE
inv,inv,sq,sqrt,Random Slope,-260.512505,-221.8918404,-254.5865791,0.854240699,TRUE
inv,inv,sq,sqrt,Random Slope + Intercept,-260.512505,-221.8918404,-254.5865791,0.854240699,TRUE
inv,inv,sq,inv,Random Intercept,1284.855369,1300.303635,1285.788702,0.649119952,FALSE
inv,inv,sq,inv,Random Slope,1296.18779,1334.808454,1302.113716,0.475042306,TRUE
inv,inv,sq,inv,Random Slope + Intercept,1296.18779,1334.808454,1302.113716,0.475042306,TRUE
inv,inv,sq,inv_sqrt,Random Intercept,585.9454485,601.3937144,586.8787818,0.767998827,FALSE
inv,inv,sq,inv_sqrt,Random Slope,600.2360682,638.8567328,606.1619941,0.767573889,TRUE
inv,inv,sq,inv_sqrt,Random Slope + Intercept,600.2360682,638.8567328,606.1619941,0.767573889,TRUE
inv,inv,sq,sq,Random Intercept,-879.5893939,-864.141128,-878.6560605,0.834148484,FALSE
inv,inv,sq,sq,Random Slope,-872.0968161,-833.4761514,-866.1708902,0.92393253,TRUE
inv,inv,sq,sq,Random Slope + Intercept,-872.0968161,-833.4761514,-866.1708902,0.92393253,TRUE
inv,inv,sq,cub,Random Intercept,-1298.303057,-1282.854791,-1297.369723,0.775580411,FALSE
inv,inv,sq,cub,Random Slope,-1303.896586,-1265.275921,-1297.97066,0.87691013,TRUE
inv,inv,sq,cub,Random Slope + Intercept,-1303.896586,-1265.275921,-1297.97066,0.87691013,TRUE
inv_sqrt,inv,sq,just,Random Intercept,-460.2023874,-444.7541216,-459.2690541,0.873528641,FALSE
inv_sqrt,inv,sq,just,Random Slope,-444.6185378,-405.9978731,-438.6926118,0.895989771,TRUE
inv_sqrt,inv,sq,just,Random Slope + Intercept,-444.6185378,-405.9978731,-438.6926118,0.895989771,TRUE
log,cub,sq,log,Random Intercept,257.9404728,273.3887387,258.8738062,0.762603261,FALSE
inv_sqrt,inv,sq,log,Random Slope,249.3664873,287.987152,255.2924132,0.801478232,TRUE
inv_sqrt,inv,sq,log,Random Slope + Intercept,249.3664873,287.987152,255.2924132,0.801478232,TRUE
inv_sqrt,inv,sq,sqrt,Random Intercept,-275.8448091,-260.3965432,-274.9114758,0.881157625,FALSE
inv_sqrt,inv,sq,sqrt,Random Slope,-258.7839206,-220.1632559,-252.8579947,0.904270111,TRUE
inv_sqrt,inv,sq,sqrt,Random Slope + Intercept,-258.7839206,-220.1632559,-252.8579947,0.904270111,TRUE
inv_sqrt,inv,sq,inv,Random Intercept,1288.150296,1303.598562,1289.083629,0.664515036,FALSE
inv_sqrt,inv,sq,inv,Random Slope,1299.228417,1337.849082,1305.154343,0.565164686,TRUE
inv_sqrt,inv,sq,inv,Random Slope + Intercept,1299.228417,1337.849082,1305.154343,0.565164686,TRUE
inv_sqrt,inv,sq,inv_sqrt,Random Intercept,588.7937486,604.2420145,589.7270819,0.783383114,FALSE
inv_sqrt,inv,sq,inv_sqrt,Random Slope,601.1801762,639.8008409,607.1061021,0.772298093,TRUE
inv_sqrt,inv,sq,inv_sqrt,Random Slope + Intercept,601.1801762,639.8008409,607.1061021,0.772298093,TRUE
inv_sqrt,inv,sq,sq,Random Intercept,-875.2543406,-859.8060747,-874.3210073,0.827471879,FALSE
inv_sqrt,inv,sq,sq,Random Slope,-868.5782747,-829.95761,-862.6523488,0.908313208,TRUE
inv_sqrt,inv,sq,sq,Random Slope + Intercept,-868.5782747,-829.95761,-862.6523488,0.908313208,TRUE
inv_sqrt,inv,sq,cub,Random Intercept,-1294.084873,-1278.636607,-1293.15154,0.754978544,FALSE
inv_sqrt,inv,sq,cub,Random Slope,-1300.135637,-1261.514972,-1294.209711,0.867715641,TRUE
inv_sqrt,inv,sq,cub,Random Slope + Intercept,-1300.135637,-1261.514972,-1294.209711,0.867715641,TRUE
sq,inv,sq,just,Random Intercept,-426.9888044,-411.5405385,-426.055471,0.825923645,FALSE
sq,inv,sq,just,Random Slope,-422.871216,-384.2505513,-416.94529,0.948914585,TRUE
sq,inv,sq,just,Random Slope + Intercept,-422.871216,-384.2505513,-416.94529,0.948914585,TRUE
cub,just,inv,log,Random Intercept,258.4342718,273.8825377,259.3676051,0.735822937,FALSE
sq,inv,sq,log,Random Slope,258.9968081,297.6174728,264.9227341,0.8974969,TRUE
sq,inv,sq,log,Random Slope + Intercept,258.9968081,297.6174728,264.9227341,0.8974969,TRUE
sq,inv,sq,sqrt,Random Intercept,-243.0050232,-227.5567573,-242.0716898,0.849793957,FALSE
sq,inv,sq,sqrt,Random Slope,-241.9148281,-203.2941635,-235.9889022,0.893706474,TRUE
sq,inv,sq,sqrt,Random Slope + Intercept,-241.9148281,-203.2941635,-235.9889022,0.893706474,TRUE
sq,inv,sq,inv,Random Intercept,1318.54037,1333.988636,1319.473704,0.570208974,FALSE
sq,inv,sq,inv,Random Slope,1313.366057,1351.986722,1319.291983,0.739912876,TRUE
sq,inv,sq,inv,Random Slope + Intercept,1313.366057,1351.986722,1319.291983,0.739912876,TRUE
sq,inv,sq,inv_sqrt,Random Intercept,619.8038221,635.2520879,620.7371554,0.734375396,FALSE
sq,inv,sq,inv_sqrt,Random Slope,609.6504075,648.2710721,615.5763334,0.967372018,TRUE
sq,inv,sq,inv_sqrt,Random Slope + Intercept,609.6504075,648.2710721,615.5763334,0.967372018,TRUE
sq,inv,sq,sq,Random Intercept,-844.4045563,-828.9562904,-843.4712229,0.713326986,FALSE
sq,inv,sq,sq,Random Slope,-845.821697,-807.2010324,-839.8957711,0.99702571,TRUE
sq,inv,sq,sq,Random Slope + Intercept,-845.821697,-807.2010324,-839.8957711,0.99702571,TRUE
sq,inv,sq,cub,Random Intercept,-1267.99585,-1252.547584,-1267.062517,0.540174112,FALSE
sq,inv,sq,cub,Random Slope,-1281.59528,-1242.974616,-1275.669354,0.98390565,TRUE
sq,inv,sq,cub,Random Slope + Intercept,-1281.59528,-1242.974616,-1275.669354,0.98390565,TRUE
cub,inv,sq,just,Random Intercept,-414.1359992,-398.6877333,-413.2026659,0.788184972,FALSE
cub,inv,sq,just,Random Slope,-401.8307527,-363.210088,-395.9048268,0.995500416,TRUE
cub,inv,sq,just,Random Slope + Intercept,-401.8307527,-363.210088,-395.9048268,0.995500416,TRUE
sqrt,inv_sqrt,cub,log,Random Intercept,258.9775457,274.4258116,259.910879,0.847588014,FALSE
cub,inv,sq,log,Random Slope,279.6019519,318.2226165,285.5278778,0.98662908,TRUE
cub,inv,sq,log,Random Slope + Intercept,279.6019519,318.2226165,285.5278778,0.98662908,TRUE
cub,inv,sq,sqrt,Random Intercept,-229.2028669,-213.7546011,-228.2695336,0.814842267,FALSE
cub,inv,sq,sqrt,Random Slope,-208.3391186,-169.7184539,-202.4131927,0.999919298,TRUE
cub,inv,sq,sqrt,Random Slope + Intercept,-208.3391186,-169.7184539,-202.4131927,0.999919298,TRUE
cub,inv,sq,inv,Random Intercept,1330.727946,1346.176212,1331.661279,0.489825054,FALSE
