LDMC_trans,LMA_trans,CHL_trans,grt_trans,Model,AIC,BIC,AICc,R2,Singular_fit
log,inv_sqrt,inv_sqrt,log,Random Intercept,206.8070744,222.2553402,207.7404077,0.862335006,FALSE
just,inv_sqrt,log,log,Random Slope,206.9499085,245.5705732,212.8758344,0.906625758,FALSE
just,inv_sqrt,log,log,Random Slope + Intercept,206.9499085,245.5705732,212.8758344,0.906625758,FALSE
inv,just,log,sqrt,Random Intercept,-290.7265805,-275.2783146,-289.7932471,0.832519608,FALSE
inv,just,log,sqrt,Random Slope,-285.3673341,-246.7466695,-279.4414082,0.885605752,TRUE
inv,just,log,sqrt,Random Slope + Intercept,-285.3673341,-246.7466695,-279.4414082,0.885605752,TRUE
inv,just,log,inv,Random Intercept,1268.709353,1284.157619,1269.642687,0.585900975,FALSE
inv,just,log,inv,Random Slope,1259.277306,1297.89797,1265.203232,0.734505258,TRUE
inv,just,log,inv,Random Slope + Intercept,1259.277306,1297.89797,1265.203232,0.734505258,TRUE
inv,just,log,inv_sqrt,Random Intercept,564.9830225,580.4312883,565.9163558,0.723249622,FALSE
inv,just,log,inv_sqrt,Random Slope,556.4587804,595.0794451,562.3847064,0.681821238,TRUE
inv,just,log,inv_sqrt,Random Slope + Intercept,556.4587804,595.0794451,562.3847064,0.681821238,TRUE
inv,just,log,sq,Random Intercept,-884.6836349,-869.235369,-883.7503015,0.771439081,FALSE
inv,just,log,sq,Random Slope,-907.9663499,-869.3456852,-902.040424,0.976470859,TRUE
inv,just,log,sq,Random Slope + Intercept,-907.9663499,-869.3456852,-902.040424,0.976470859,TRUE
inv,just,log,cub,Random Intercept,-1304.07504,-1288.626774,-1303.141706,0.698011115,FALSE
inv,just,log,cub,Random Slope,-1338.27829,-1299.657625,-1332.352364,0.931254308,TRUE
inv,just,log,cub,Random Slope + Intercept,-1338.27829,-1299.657625,-1332.352364,0.931254308,TRUE
inv_sqrt,just,log,just,Random Intercept,-467.6505689,-452.202303,-466.7172356,0.826438013,FALSE
inv_sqrt,just,log,just,Random Slope,-472.3705932,-433.7499285,-466.4446672,0.968947215,TRUE
inv_sqrt,just,log,just,Random Slope + Intercept,-472.3705932,-433.7499285,-466.4446672,0.968947215,TRUE
log,inv,log,log,Random Intercept,207.2537298,222.7019957,208.1870631,0.879687853,FALSE
inv_sqrt,just,log,log,Random Slope,210.8760941,249.4967588,216.8020201,0.809686334,TRUE
inv_sqrt,just,log,log,Random Slope + Intercept,210.8760941,249.4967588,216.8020201,0.809686334,TRUE
inv_sqrt,just,log,sqrt,Random Intercept,-287.7690198,-272.3207539,-286.8356865,0.841246801,FALSE
inv_sqrt,just,log,sqrt,Random Slope,-285.5449676,-246.924303,-279.6190417,0.94811998,TRUE
inv_sqrt,just,log,sqrt,Random Slope + Intercept,-285.5449676,-246.924303,-279.6190417,0.94811998,TRUE
inv_sqrt,just,log,inv,Random Intercept,1272.046106,1287.494372,1272.979439,0.598883793,FALSE
inv_sqrt,just,log,inv,Random Slope,1260.870269,1299.490934,1266.796195,0.751851477,TRUE
inv_sqrt,just,log,inv,Random Slope + Intercept,1260.870269,1299.490934,1266.796195,0.751851477,TRUE
inv_sqrt,just,log,inv_sqrt,Random Intercept,567.971606,583.4198719,568.9049394,0.737744436,FALSE
inv_sqrt,just,log,inv_sqrt,Random Slope,554.5119632,593.1326279,560.4378891,0.787333343,TRUE
inv_sqrt,just,log,inv_sqrt,Random Slope + Intercept,554.5119632,593.1326279,560.4378891,0.787333343,TRUE
inv_sqrt,just,log,sq,Random Intercept,-880.9184483,-865.4701824,-879.985115,0.763741273,FALSE
inv_sqrt,just,log,sq,Random Slope,-905.1958122,-866.5751475,-899.2698862,0.974132714,TRUE
inv_sqrt,just,log,sq,Random Slope + Intercept,-905.1958122,-866.5751475,-899.2698862,0.974132714,TRUE
inv_sqrt,just,log,cub,Random Intercept,-1300.497426,-1285.04916,-1299.564093,0.672882235,FALSE
inv_sqrt,just,log,cub,Random Slope,-1340.142614,-1301.52195,-1334.216688,0.975639527,TRUE
inv_sqrt,just,log,cub,Random Slope + Intercept,-1340.142614,-1301.52195,-1334.216688,0.975639527,TRUE
sq,just,log,just,Random Intercept,-437.6478329,-422.1995671,-436.7144996,0.785282193,FALSE
sq,just,log,just,Random Slope,-442.6027495,-403.9820849,-436.6768236,0.942201677,TRUE
sq,just,log,just,Random Slope + Intercept,-442.6027495,-403.9820849,-436.6768236,0.942201677,TRUE
inv_sqrt,sqrt,log,log,Random Slope,207.5209459,246.1416105,213.4468718,0.882620394,FALSE
sq,just,log,log,Random Slope,224.4350989,263.0557635,230.3610248,0.93901329,TRUE
sq,just,log,log,Random Slope + Intercept,224.4350989,263.0557635,230.3610248,0.93901329,TRUE
sq,just,log,sqrt,Random Intercept,-258.0640141,-242.6157482,-257.1306808,0.819984291,FALSE
sq,just,log,sqrt,Random Slope,-266.3014976,-227.6808329,-260.3755716,0.955058614,TRUE
sq,just,log,sqrt,Random Slope + Intercept,-266.3014976,-227.6808329,-260.3755716,0.955058614,TRUE
sq,just,log,inv,Random Intercept,1301.197304,1316.645569,1302.130637,0.529419613,FALSE
sq,just,log,inv,Random Slope,1288.19222,1326.812885,1294.118146,0.755051859,TRUE
sq,just,log,inv,Random Slope + Intercept,1288.19222,1326.812885,1294.118146,0.755051859,TRUE
sq,just,log,inv_sqrt,Random Intercept,597.1882993,612.6365652,598.1216327,0.70577654,FALSE
sq,just,log,inv_sqrt,Random Slope,582.1017235,620.7223881,588.0276494,0.934672186,TRUE
sq,just,log,inv_sqrt,Random Slope + Intercept,582.1017235,620.7223881,588.0276494,0.934672186,TRUE
sq,just,log,sq,Random Intercept,-853.0471728,-837.5989069,-852.1138395,0.647827826,FALSE
sq,just,log,sq,Random Slope,-858.3356678,-819.7150031,-852.4097419,0.94211603,TRUE
sq,just,log,sq,Random Slope + Intercept,-858.3356678,-819.7150031,-852.4097419,0.94211603,TRUE
sq,just,log,cub,Random Intercept,-1277.043246,-1261.59498,-1276.109913,0.471417061,FALSE
sq,just,log,cub,Random Slope,-1286.04748,-1247.426815,-1280.121554,0.922981805,TRUE
sq,just,log,cub,Random Slope + Intercept,-1286.04748,-1247.426815,-1280.121554,0.922981805,TRUE
cub,just,log,just,Random Intercept,-425.7959026,-410.3476367,-424.8625692,0.751478191,FALSE
cub,just,log,just,Random Slope,-424.0811409,-385.4604762,-418.155215,0.98676124,TRUE
cub,just,log,just,Random Slope + Intercept,-424.0811409,-385.4604762,-418.155215,0.98676124,TRUE
inv_sqrt,sqrt,log,log,Random Slope + Intercept,207.5209459,246.1416105,213.4468718,0.882620394,FALSE
cub,just,log,log,Random Slope,248.1036723,286.724337,254.0295982,0.998895248,TRUE
cub,just,log,log,Random Slope + Intercept,248.1036723,286.724337,254.0295982,0.998895248,TRUE
cub,just,log,sqrt,Random Intercept,-245.4822254,-230.0339595,-244.5488921,0.78978248,FALSE
cub,just,log,sqrt,Random Slope,-251.2393223,-212.6186577,-245.3133964,0.984802868,TRUE
cub,just,log,sqrt,Random Slope + Intercept,-251.2393223,-212.6186577,-245.3133964,0.984802868,TRUE
cub,just,log,inv,Random Intercept,1312.863941,1328.312207,1313.797274,0.476907994,FALSE
cub,just,log,inv,Random Slope,1315.689059,1354.309724,1321.614985,0.956552594,TRUE
cub,just,log,inv,Random Slope + Intercept,1315.689059,1354.309724,1321.614985,0.956552594,TRUE
cub,just,log,inv_sqrt,Random Intercept,609.4925824,624.9408483,610.4259158,0.661378167,FALSE
cub,just,log,inv_sqrt,Random Slope,597.0442048,635.6648694,602.9701307,0.97684743,TRUE
cub,just,log,inv_sqrt,Random Slope + Intercept,597.0442048,635.6648694,602.9701307,0.97684743,TRUE
cub,just,log,sq,Random Intercept,-843.2150993,-827.7668334,-842.281766,0.604775678,FALSE
cub,just,log,sq,Random Slope,-841.9605076,-803.3398429,-836.0345817,0.960153301,TRUE
cub,just,log,sq,Random Slope + Intercept,-841.9605076,-803.3398429,-836.0345817,0.960153301,TRUE
cub,just,log,cub,Random Intercept,-1269.539847,-1254.091581,-1268.606513,0.455050207,FALSE
cub,just,log,cub,Random Slope,-1257.084519,-1218.463854,-1251.158593,0.997192344,TRUE
cub,just,log,cub,Random Slope + Intercept,-1257.084519,-1218.463854,-1251.158593,0.997192344,TRUE
just,log,log,just,Random Intercept,-457.6693986,-442.2211327,-456.7360652,0.844587259,FALSE
just,log,log,just,Random Slope,-465.5969292,-426.9762646,-459.6710033,0.944543019,FALSE
just,log,log,just,Random Slope + Intercept,-465.5969292,-426.9762646,-459.6710033,0.944543019,FALSE
inv_sqrt,sqrt,inv_sqrt,log,Random Intercept,207.5913549,223.0396208,208.5246883,0.825179019,FALSE
just,log,log,log,Random Slope,210.6494378,249.2701025,216.5753637,0.934124931,TRUE
just,log,log,log,Random Slope + Intercept,210.6494378,249.2701025,216.5753637,0.934124931,TRUE
just,log,log,sqrt,Random Intercept,-278.5234042,-263.0751384,-277.5900709,0.868396721,FALSE
just,log,log,sqrt,Random Slope,-283.0748096,-244.454145,-277.1488837,0.951051093,FALSE
just,log,log,sqrt,Random Slope + Intercept,-283.0748096,-244.454145,-277.1488837,0.951051093,FALSE
just,log,log,inv,Random Intercept,1286.452909,1301.901175,1287.386242,0.616627656,FALSE
just,log,log,inv,Random Slope,1274.203946,1312.824611,1280.129872,0.735044657,FALSE
just,log,log,inv,Random Slope + Intercept,1274.203946,1312.824611,1280.129872,0.735044657,FALSE
just,log,log,inv_sqrt,Random Intercept,581.7098589,597.1581248,582.6431922,0.769841792,FALSE
just,log,log,inv_sqrt,Random Slope,558.1300972,596.7507619,564.0560231,0.821652389,TRUE
just,log,log,inv_sqrt,Random Slope + Intercept,558.1300972,596.7507619,564.0560231,0.821652389,TRUE
just,log,log,sq,Random Intercept,-869.803136,-854.3548701,-868.8698027,0.746062406,FALSE
just,log,log,sq,Random Slope,-883.1827473,-844.5620826,-877.2568213,0.838874124,FALSE
just,log,log,sq,Random Slope + Intercept,-883.1827473,-844.5620826,-877.2568213,0.838874124,FALSE
just,log,log,cub,Random Intercept,-1290.072071,-1274.623805,-1289.138737,0.592368839,FALSE
just,log,log,cub,Random Slope,-1300.567033,-1261.946368,-1294.641107,0.64837378,FALSE
just,log,log,cub,Random Slope + Intercept,-1300.567033,-1261.946368,-1294.641107,0.64837378,FALSE
log,log,log,just,Random Intercept,-469.2407568,-453.7924909,-468.3074234,0.858055406,FALSE
log,log,log,just,Random Slope,-471.3850819,-432.7644172,-465.459156,0.946040285,TRUE
log,log,log,just,Random Slope + Intercept,-471.3850819,-432.7644172,-465.459156,0.946040285,TRUE
inv_sqrt,inv_sqrt,sqrt,log,Random Intercept,207.6641761,223.112442,208.5975095,0.866169358,FALSE
log,log,log,log,Random Slope,208.191911,246.8125757,214.117837,0.916354554,TRUE
log,log,log,log,Random Slope + Intercept,208.191911,246.8125757,214.117837,0.916354554,TRUE
log,log,log,sqrt,Random Intercept,-289.6990057,-274.2507398,-288.7656723,0.874265956,FALSE
log,log,log,sqrt,Random Slope,-284.89674,-246.2760753,-278.970814,0.927296547,TRUE
log,log,log,sqrt,Random Slope + Intercept,-284.89674,-246.2760753,-278.970814,0.927296547,TRUE
log,log,log,inv,Random Intercept,1275.735065,1291.183331,1276.668398,0.640592624,FALSE
log,log,log,inv,Random Slope,1261.237189,1299.857853,1267.163115,0.792103626,TRUE
log,log,log,inv,Random Slope + Intercept,1261.237189,1299.857853,1267.163115,0.792103626,TRUE
log,log,log,inv_sqrt,Random Intercept,571.016437,586.4647029,571.9497703,0.777967018,FALSE
log,log,log,inv_sqrt,Random Slope,552.2116736,590.8323382,558.1375995,0.84530247,TRUE
log,log,log,inv_sqrt,Random Slope + Intercept,552.2116736,590.8323382,558.1375995,0.84530247,TRUE
log,log,log,sq,Random Intercept,-880.7971513,-865.3488854,-879.8638179,0.789918453,FALSE
log,log,log,sq,Random Slope,-901.5567491,-862.9360844,-895.6308232,0.961334065,TRUE
log,log,log,sq,Random Slope + Intercept,-901.5567491,-862.9360844,-895.6308232,0.961334065,TRUE
log,log,log,cub,Random Intercept,-1299.368274,-1283.920008,-1298.434941,0.686181716,FALSE
log,log,log,cub,Random Slope,-1333.274561,-1294.653896,-1327.348635,0.964814305,TRUE
log,log,log,cub,Random Slope + Intercept,-1333.274561,-1294.653896,-1327.348635,0.964814305,TRUE
sqrt,log,log,just,Random Intercept,-464.9801726,-449.5319067,-464.0468392,0.853631654,FALSE
sqrt,log,log,just,Random Slope,-471.2109856,-432.5903209,-465.2850597,0.96595466,TRUE
sqrt,log,log,just,Random Slope + Intercept,-471.2109856,-432.5903209,-465.2850597,0.96595466,TRUE
inv_sqrt,log,log,log,Random Intercept,207.7013792,223.1496451,208.6347126,0.853906295,FALSE
sqrt,log,log,log,Random Slope,207.8364322,246.4570969,213.7623582,0.927464872,TRUE
sqrt,log,log,log,Random Slope + Intercept,207.8364322,246.4570969,213.7623582,0.927464872,TRUE
sqrt,log,log,sqrt,Random Intercept,-285.7566762,-270.3084103,-284.8233428,0.873656951,FALSE
sqrt,log,log,sqrt,Random Slope,-286.285332,-247.6646673,-280.3594061,0.956779879,TRUE
sqrt,log,log,sqrt,Random Slope + Intercept,-286.285332,-247.6646673,-280.3594061,0.956779879,TRUE
sqrt,log,log,inv,Random Intercept,1279.594701,1295.042967,1280.528035,0.63424072,FALSE
sqrt,log,log,inv,Random Slope,1263.537991,1302.158656,1269.463917,0.810272633,TRUE
sqrt,log,log,inv,Random Slope + Intercept,1263.537991,1302.158656,1269.463917,0.810272633,TRUE
sqrt,log,log,inv_sqrt,Random Intercept,574.7585371,590.206803,575.6918704,0.778058712,FALSE
sqrt,log,log,inv_sqrt,Random Slope,552.5843762,591.2050409,558.5103021,0.864912705,TRUE
sqrt,log,log,inv_sqrt,Random Slope + Intercept,552.5843762,591.2050409,558.5103021,0.864912705,TRUE
sqrt,log,log,sq,Random Intercept,-876.6267811,-861.1785153,-875.6934478,0.770958486,FALSE
sqrt,log,log,sq,Random Slope,-898.6690888,-860.0484242,-892.7431629,0.966984768,TRUE
sqrt,log,log,sq,Random Slope + Intercept,-898.6690888,-860.0484242,-892.7431629,0.966984768,TRUE
sqrt,log,log,cub,Random Intercept,-1295.909629,-1280.461363,-1294.976296,0.642533111,FALSE
sqrt,log,log,cub,Random Slope,-1329.447934,-1290.82727,-1323.522008,0.958303999,TRUE
sqrt,log,log,cub,Random Slope + Intercept,-1329.447934,-1290.82727,-1323.522008,0.958303999,TRUE
inv,log,log,just,Random Intercept,-479.3570881,-463.9088223,-478.4237548,0.853673292,FALSE
inv,log,log,just,Random Slope,-477.1357171,-438.5150524,-471.2097912,0.911253632,TRUE
inv,log,log,just,Random Slope + Intercept,-477.1357171,-438.5150524,-471.2097912,0.911253632,TRUE
inv_sqrt,inv_sqrt,inv,log,Random Intercept,208.10076,223.5490259,209.0340933,0.831166836,FALSE
inv,log,log,log,Random Slope,205.8173029,244.4379675,211.7432288,0.873618197,TRUE
inv,log,log,log,Random Slope + Intercept,205.8173029,244.4379675,211.7432288,0.873618197,TRUE
inv,log,log,sqrt,Random Intercept,-298.6832713,-283.2350054,-297.749938,0.862209104,FALSE
inv,log,log,sqrt,Random Slope,-291.9604464,-253.3397818,-286.0345205,0.917192336,TRUE
inv,log,log,sqrt,Random Slope + Intercept,-291.9604464,-253.3397818,-286.0345205,0.917192336,TRUE
inv,log,log,inv,Random Intercept,1266.088805,1281.537071,1267.022139,0.620666266,FALSE
inv,log,log,inv,Random Slope,1259.130667,1297.751332,1265.056593,0.581221365,FALSE
inv,log,log,inv,Random Slope + Intercept,1259.130667,1297.751332,1265.056593,0.581221365,FALSE
inv,log,log,inv_sqrt,Random Intercept,562.1180916,577.5663574,563.0514249,0.754349022,FALSE
inv,log,log,inv_sqrt,Random Slope,550.4278065,589.0484712,556.3537324,0.710895321,TRUE
inv,log,log,inv_sqrt,Random Slope + Intercept,550.4278065,589.0484712,556.3537324,0.710895321,TRUE
inv,log,log,sq,Random Intercept,-891.7725737,-876.3243078,-890.8392404,0.80861211,FALSE
inv,log,log,sq,Random Slope,-909.5613386,-870.9406739,-903.6354126,0.93934747,TRUE
inv,log,log,sq,Random Slope + Intercept,-909.5613386,-870.9406739,-903.6354126,0.93934747,TRUE
inv,log,log,cub,Random Intercept,-1309.813438,-1294.365172,-1308.880104,0.741232996,FALSE
inv,log,log,cub,Random Slope,-1341.96978,-1303.349116,-1336.043855,0.928108691,TRUE
inv,log,log,cub,Random Slope + Intercept,-1341.96978,-1303.349116,-1336.043855,0.928108691,TRUE
inv_sqrt,log,log,just,Random Intercept,-475.8885984,-460.4403325,-474.955265,0.857891954,FALSE
inv_sqrt,log,log,just,Random Slope,-478.0317361,-439.4110714,-472.1058102,0.966866144,TRUE
inv_sqrt,log,log,just,Random Slope + Intercept,-478.0317361,-439.4110714,-472.1058102,0.966866144,TRUE
sqrt,inv,inv_sqrt,log,Random Intercept,208.5425977,223.9908636,209.475931,0.873609038,FALSE
inv_sqrt,log,log,log,Random Slope,205.7685066,244.3891713,211.6944326,0.899977479,TRUE
inv_sqrt,log,log,log,Random Slope + Intercept,205.7685066,244.3891713,211.6944326,0.899977479,TRUE
inv_sqrt,log,log,sqrt,Random Intercept,-295.8339958,-280.3857299,-294.9006624,0.870280877,FALSE
inv_sqrt,log,log,sqrt,Random Slope,-291.9300381,-253.3093734,-286.0041122,0.955870671,TRUE
inv_sqrt,log,log,sqrt,Random Slope + Intercept,-291.9300381,-253.3093734,-286.0041122,0.955870671,TRUE
inv_sqrt,log,log,inv,Random Intercept,1269.386224,1284.834489,1270.319557,0.63551924,FALSE
inv_sqrt,log,log,inv,Random Slope,1256.700762,1295.321427,1262.626688,0.755063264,TRUE
inv_sqrt,log,log,inv,Random Slope + Intercept,1256.700762,1295.321427,1262.626688,0.755063264,TRUE
inv_sqrt,log,log,inv_sqrt,Random Intercept,564.976478,580.4247439,565.9098113,0.769694378,FALSE
inv_sqrt,log,log,inv_sqrt,Random Slope,549.4340585,588.0547232,555.3599844,0.802537502,TRUE
inv_sqrt,log,log,inv_sqrt,Random Slope + Intercept,549.4340585,588.0547232,555.3599844,0.802537502,TRUE
inv_sqrt,log,log,sq,Random Intercept,-887.7337301,-872.2854643,-886.8003968,0.802299112,FALSE
inv_sqrt,log,log,sq,Random Slope,-907.9484817,-869.327817,-902.0225558,0.971622546,TRUE
inv_sqrt,log,log,sq,Random Slope + Intercept,-907.9484817,-869.327817,-902.0225558,0.971622546,TRUE
inv_sqrt,log,log,cub,Random Intercept,-1305.89967,-1290.451404,-1304.966336,0.71916039,FALSE
inv_sqrt,log,log,cub,Random Slope,-1339.88888,-1301.268215,-1333.962954,0.966614243,TRUE
inv_sqrt,log,log,cub,Random Slope + Intercept,-1339.88888,-1301.268215,-1333.962954,0.966614243,TRUE
sq,log,log,just,Random Intercept,-444.2062238,-428.7579579,-443.2728905,0.815359496,FALSE
sq,log,log,just,Random Slope,-445.8033011,-407.1826364,-439.8773752,0.836616572,TRUE
sq,log,log,just,Random Slope + Intercept,-445.8033011,-407.1826364,-439.8773752,0.836616572,TRUE
log,inv_sqrt,log,log,Random Intercept,208.9624302,224.4106961,209.8957636,0.87141859,FALSE
inv,just,inv_sqrt,log,Random Intercept,209.1989877,224.6472536,210.132321,0.79298679,FALSE
inv_sqrt,sqrt,log,log,Random Intercept,209.3074057,224.7556716,210.2407391,0.84051554,FALSE
sq,log,log,sqrt,Random Intercept,-264.5869023,-249.1386364,-263.653569,0.845954211,FALSE
sq,log,log,sqrt,Random Slope,-270.9656121,-232.3449474,-265.0396861,0.926882711,FALSE
sq,log,log,sqrt,Random Slope + Intercept,-270.9656121,-232.3449474,-265.0396861,0.926882711,FALSE
sq,log,log,inv,Random Intercept,1299.069926,1314.518192,1300.003259,0.558139172,FALSE
sq,log,log,inv,Random Slope,1295.856189,1334.476853,1301.782115,0.808424065,TRUE
sq,log,log,inv,Random Slope + Intercept,1295.856189,1334.476853,1301.782115,0.808424065,TRUE
sq,log,log,inv_sqrt,Random Intercept,594.9920891,610.4403549,595.9254224,0.732859595,FALSE
sq,log,log,inv_sqrt,Random Slope,577.1795328,615.8001974,583.1054587,0.946076533,TRUE
sq,log,log,inv_sqrt,Random Slope + Intercept,577.1795328,615.8001974,583.1054587,0.946076533,TRUE
sq,log,log,sq,Random Intercept,-858.1934112,-842.7451453,-857.2600778,0.687863157,FALSE
sq,log,log,sq,Random Slope,-862.1324231,-823.5117584,-856.2064971,0.702406262,TRUE
sq,log,log,sq,Random Slope + Intercept,-862.1324231,-823.5117584,-856.2064971,0.702406262,TRUE
sq,log,log,cub,Random Intercept,-1280.912631,-1265.464365,-1279.979298,0.506090195,FALSE
sq,log,log,cub,Random Slope,-1286.43113,-1247.810465,-1280.505204,0.593528265,TRUE
sq,log,log,cub,Random Slope + Intercept,-1286.43113,-1247.810465,-1280.505204,0.593528265,TRUE
cub,log,log,just,Random Intercept,-431.7196036,-416.2713378,-430.7862703,0.779685439,FALSE
cub,log,log,just,Random Slope,-426.143606,-387.5229414,-420.2176801,0.878764959,TRUE
cub,log,log,just,Random Slope + Intercept,-426.143606,-387.5229414,-420.2176801,0.878764959,TRUE
inv,sq,inv,log,Random Slope,209.3857024,248.0063671,215.3116283,0.878955019,FALSE
cub,log,log,log,Random Slope,231.8712011,270.4918658,237.797127,0.972361295,TRUE
cub,log,log,log,Random Slope + Intercept,231.8712011,270.4918658,237.797127,0.972361295,TRUE
cub,log,log,sqrt,Random Intercept,-251.2070977,-235.7588318,-250.2737644,0.814267997,FALSE
cub,log,log,sqrt,Random Slope,-257.5804288,-218.9597641,-251.6545029,0.89599204,TRUE
cub,log,log,sqrt,Random Slope + Intercept,-257.5804288,-218.9597641,-251.6545029,0.89599204,TRUE
cub,log,log,inv,Random Intercept,1310.99401,1326.442276,1311.927343,0.495729482,FALSE
cub,log,log,inv,Random Slope,1312.898073,1351.518738,1318.823999,0.951619069,TRUE
cub,log,log,inv,Random Slope + Intercept,1312.898073,1351.518738,1318.823999,0.951619069,TRUE
cub,log,log,inv_sqrt,Random Intercept,607.8001059,623.2483718,608.7334392,0.682628947,FALSE
cub,log,log,inv_sqrt,Random Slope,595.656556,634.2772207,601.582482,0.925452774,TRUE
cub,log,log,inv_sqrt,Random Slope + Intercept,595.656556,634.2772207,601.582482,0.925452774,TRUE
cub,log,log,sq,Random Intercept,-847.9864186,-832.5381527,-847.0530852,0.638253944,FALSE
cub,log,log,sq,Random Slope,-838.1931906,-799.5725259,-832.2672646,0.996541057,TRUE
cub,log,log,sq,Random Slope + Intercept,-838.1931906,-799.5725259,-832.2672646,0.996541057,TRUE
cub,log,log,cub,Random Intercept,-1273.182754,-1257.734488,-1272.249421,0.472614075,FALSE
cub,log,log,cub,Random Slope,-1266.247243,-1227.626578,-1260.321317,0.934434851,TRUE
cub,log,log,cub,Random Slope + Intercept,-1266.247243,-1227.626578,-1260.321317,0.934434851,TRUE
just,sqrt,log,just,Random Intercept,-455.4397533,-439.9914874,-454.5064199,0.831226077,FALSE
just,sqrt,log,just,Random Slope,-457.6458108,-419.0251461,-451.7198848,0.832789558,TRUE
just,sqrt,log,just,Random Slope + Intercept,-457.6458108,-419.0251461,-451.7198848,0.832789558,TRUE
inv,sq,inv,log,Random Slope + Intercept,209.3857024,248.0063671,215.3116283,0.878955019,FALSE
just,sqrt,log,log,Random Slope,212.9497286,251.5703933,218.8756545,0.925118427,TRUE
just,sqrt,log,log,Random Slope + Intercept,212.9497286,251.5703933,218.8756545,0.925118427,TRUE
just,sqrt,log,sqrt,Random Intercept,-276.1956125,-260.7473466,-275.2622791,0.85639127,FALSE
just,sqrt,log,sqrt,Random Slope,-276.8117835,-238.1911188,-270.8858575,0.907797582,TRUE
just,sqrt,log,sqrt,Random Slope + Intercept,-276.8117835,-238.1911188,-270.8858575,0.907797582,TRUE
just,sqrt,log,inv,Random Intercept,1286.31385,1301.762116,1287.247184,0.598695211,FALSE
just,sqrt,log,inv,Random Slope,1275.720265,1314.34093,1281.646191,0.719802117,FALSE
just,sqrt,log,inv,Random Slope + Intercept,1275.720265,1314.34093,1281.646191,0.719802117,FALSE
just,sqrt,log,inv_sqrt,Random Intercept,581.7758064,597.2240723,582.7091397,0.754789414,FALSE
just,sqrt,log,inv_sqrt,Random Slope,562.3002051,600.9208698,568.2261311,0.817069352,FALSE
just,sqrt,log,inv_sqrt,Random Slope + Intercept,562.3002051,600.9208698,568.2261311,0.817069352,FALSE
just,sqrt,log,sq,Random Intercept,-868.3761202,-852.9278543,-867.4427868,0.727775085,FALSE
just,sqrt,log,sq,Random Slope,-875.2606688,-836.6400041,-869.3347429,0.69480974,FALSE
just,sqrt,log,sq,Random Slope + Intercept,-875.2606688,-836.6400041,-869.3347429,0.69480974,FALSE
just,sqrt,log,cub,Random Intercept,-1289.307526,-1273.85926,-1288.374192,0.570031369,FALSE
just,sqrt,log,cub,Random Slope,-1294.538632,-1255.917967,-1288.612706,0.473574179,TRUE
just,sqrt,log,cub,Random Slope + Intercept,-1294.538632,-1255.917967,-1288.612706,0.473574179,TRUE
log,sqrt,log,just,Random Intercept,-466.6613029,-451.213037,-465.7279696,0.844467089,FALSE
log,sqrt,log,just,Random Slope,-471.9793345,-433.3586698,-466.0534086,0.968525885,TRUE
log,sqrt,log,just,Random Slope + Intercept,-471.9793345,-433.3586698,-466.0534086,0.968525885,TRUE
inv,log,sqrt,log,Random Intercept,209.4235712,224.871837,210.3569045,0.844639374,FALSE
log,sqrt,log,log,Random Slope,210.2756868,248.8963514,216.2016127,0.912459586,TRUE
log,sqrt,log,log,Random Slope + Intercept,210.2756868,248.8963514,216.2016127,0.912459586,TRUE
log,sqrt,log,sqrt,Random Intercept,-287.0596006,-271.6113347,-286.1262672,0.861627844,FALSE
log,sqrt,log,sqrt,Random Slope,-283.796618,-245.1759533,-277.8706921,0.939002349,TRUE
log,sqrt,log,sqrt,Random Slope + Intercept,-283.796618,-245.1759533,-277.8706921,0.939002349,TRUE
log,sqrt,log,inv,Random Intercept,1275.706968,1291.155234,1276.640301,0.621822623,FALSE
log,sqrt,log,inv,Random Slope,1261.845835,1300.4665,1267.771761,0.789923195,TRUE
log,sqrt,log,inv,Random Slope + Intercept,1261.845835,1300.4665,1267.771761,0.789923195,TRUE
log,sqrt,log,inv_sqrt,Random Intercept,571.2386624,586.6869282,572.1719957,0.762185962,FALSE
log,sqrt,log,inv_sqrt,Random Slope,553.6305353,592.2512,559.5564613,0.840261692,TRUE
log,sqrt,log,inv_sqrt,Random Slope + Intercept,553.6305353,592.2512,559.5564613,0.840261692,TRUE
log,sqrt,log,sq,Random Intercept,-879.018197,-863.5699311,-878.0848637,0.772630647,FALSE
log,sqrt,log,sq,Random Slope,-902.2976641,-863.6769994,-896.3717382,0.972678903,TRUE
log,sqrt,log,sq,Random Slope + Intercept,-902.2976641,-863.6769994,-896.3717382,0.972678903,TRUE
log,sqrt,log,cub,Random Intercept,-1298.280535,-1282.832269,-1297.347202,0.664578975,FALSE
log,sqrt,log,cub,Random Slope,-1333.953956,-1295.333291,-1328.02803,0.976834034,TRUE
log,sqrt,log,cub,Random Slope + Intercept,-1333.953956,-1295.333291,-1328.02803,0.976834034,TRUE
sqrt,sqrt,log,just,Random Intercept,-462.5588102,-447.1105444,-461.6254769,0.840195178,FALSE
sqrt,sqrt,log,just,Random Slope,-469.9438267,-431.323162,-464.0179008,0.967849629,TRUE
sqrt,sqrt,log,just,Random Slope + Intercept,-469.9438267,-431.323162,-464.0179008,0.967849629,TRUE
inv,sq,inv_sqrt,log,Random Slope,209.9784093,248.599074,215.9043352,0.864684708,FALSE
